location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
schwyz,waldstatte_province,SYZ,rural_settlement,iron,64310.0,16506.0,false,iron_mine,2,"",0,0,0.0,""
wuxian,suzhou_province,CHI,city,silk,455640.0,530512.0,true,"",0,farming_village,0,0,0.0,land
miryang,dongnae_province,KOR,rural_settlement,silver,96620.0,13767.999999999998,false,silver_mine,1,"",0,0,0.0,""
sui,jangladesh,JHI,rural_settlement,sand,63980.0,117814.0,true,sand_pit,1,"",0,0,0.0,""
bent,tiz_province,MKR,rural_settlement,fruit,21300.0,2650.0,false,"",0,fruit_orchard,1,2,5000.0,workers
songzhou,quanning_province,CHI,rural_settlement,livestock,48000.0,5032.0,false,"",0,farming_village,1,7,5000.0,workers
an_nasifah,sirhan_province,AMR,rural_settlement,fruit,17800.0,13895.999999999998,false,"",0,fruit_orchard,0,0,0.0,land
oskennonton,adirondacks_province,KKA,rural_settlement,wild_game,29300.0,419.0,false,forest_village,0,"",0,0,0.0,""
chongming,suzhou_province,CHI,rural_settlement,salt,362710.0,361599.00000000006,false,salt_collector,2,"",0,0,0.0,""
tonsberg,vestfold_province,NOR,town,stone,59100.0,17774.0,false,stone_quarry,1,"",0,0,0.0,""
khupati,trebizond_province,SME,rural_settlement,cotton,103330.0,8976.0,false,"",0,"",0,0,0.0,""
narsinghpur,orissa_garjats,NRS,rural_settlement,fiber_crops,115690.0,50510.99999999999,false,"",0,"",0,0,0.0,""
jincheng,yingzhou_shanxi_province,CHI,rural_settlement,goods_gold,138320.0,39809.0,false,gold_diggings,1,farming_village,6,18,30000.0,cap
kuelap,kuelap_province,CYA,rural_settlement,alum,26600.0,8695.0,false,alum_quarry,1,"",0,0,0.0,""
naggar,kangra_province,KLU,rural_settlement,livestock,59400.0,28048.0,false,"",0,farming_village,5,5,25000.0,land
massa,lucca_province,LUC,rural_settlement,wine,49200.0,13225.000000000002,false,"",0,"",0,0,0.0,""
jianyang,jianning_province,CHI,rural_settlement,fur,155070.0,153069.0,false,forest_village,2,"",0,0,0.0,""
kembhavi,kalyana_karnakassala,DLH,rural_settlement,incense,86120.0,61065.99999999999,false,"",0,"",0,0,0.0,""
kalalaw,mindanao_province,MGD,rural_settlement,lumber,39200.0,1271.0,false,lumber_mill,0,"",0,0,0.0,""
bivona,girgenti_province,SIC,rural_settlement,cotton,100230.0,11265.0,false,"",0,"",0,0,0.0,""
makarska,south_dalmatia_province,BOS,rural_settlement,wool,58110.0,7310.0,false,"",0,sheep_farms,4,24,8000.0,workers
yeonsan,gongju_province,KOR,rural_settlement,pepper,79310.0,14114.0,false,"",0,"",0,0,0.0,""
khadyzhi,tuapse_province,HYT,rural_settlement,wool,31000.0,7989.0,false,"",0,sheep_farms,0,11,0.0,workers
tepexi,tepeyacac_province,TPX,rural_settlement,dyes,90830.0,90711.0,false,"",0,"",0,0,0.0,""
nellore,kosta,RDY,rural_settlement,cotton,118110.0,73106.00000000001,false,"",0,"",0,0,0.0,""
phalvardhika,marwar,PRT,rural_settlement,wool,41280.0,130952.0,true,"",0,sheep_farms,0,0,0.0,land
lihula,rotalia_province,BIO,rural_settlement,fish,34100.0,5614.999999999999,false,fishing_village,3,"",0,0,0.0,""
thiesi,logudoro_province,GEN,rural_settlement,wool,93420.0,5014.0,false,"",0,sheep_farms,3,43,6000.0,workers
ropsk,starodub_siverskyi_province,STS,rural_settlement,fruit,46300.0,10000.0,false,"",0,fruit_orchard,6,6,30000.0,land
ghariyan,nafusa_province,TRP,rural_settlement,dyes,29700.0,14853.0,false,"",0,"",0,0,0.0,""
korsun,cherkasy_province,KIE,rural_settlement,millet,47800.0,10970.0,false,"",0,farming_village,6,6,30000.0,land
orebro,nerike_province,SWE,rural_settlement,livestock,50810.0,5793.0,false,"",0,farming_village,3,8,15000.0,workers
tuy,santiago_province,CAS,rural_settlement,stone,52600.0,27971.0,false,stone_quarry,1,"",0,0,0.0,""
brussels,brabant_province,BRB,town,clay,143930.0,69919.0,false,clay_pit,2,"",0,0,0.0,""
novonikolayevsky,yelan_province,GLH,rural_settlement,livestock,35600.0,4046.9999999999995,false,"",0,farming_village,1,5,5000.0,workers
macerata,marche_province,MTA,town,fiber_crops,239110.0,58341.0,false,"",0,farming_village,6,35,30000.0,cap
farashband,kazerun_province,INJ,rural_settlement,cotton,38200.0,2120.0,false,"",0,"",0,0,0.0,""
novohrad_volynskyi,zviahel_province,VOL,rural_settlement,wheat,53710.0,11427.999999999998,false,"",0,farming_village,6,7,30000.0,cap
ixmiquilpan,axocopan_province,MET,rural_settlement,maize,37700.0,35468.0,false,"",0,farming_village,0,0,0.0,land
pskov,north_pskov_province,PSK,city,fish,95910.0,5720.0,false,fishing_village,3,"",0,0,0.0,""
kalinkavichy,mazyr_province,KIE,rural_settlement,fruit,57810.0,5000.0,false,"",0,fruit_orchard,3,9,15000.0,workers
louth,lincolnshire_province,ENG,rural_settlement,fish,147150.0,32319.000000000004,false,fishing_village,3,farming_village,6,21,30000.0,cap
al_shihr,birali_province,YEM,rural_settlement,incense,47700.0,28977.0,false,"",0,"",0,0,0.0,""
higashikanbara,echigo_province,JAP,rural_settlement,rice,46300.0,13259.0,false,"",0,farming_village,5,5,25000.0,land
krupanj,macva_province,SER,rural_settlement,copper,57010.0,14698.0,false,copper_mine,1,"",0,0,0.0,""
peschiera,verona_province,VER,rural_settlement,olives,119430.0,41488.0,false,"",0,farming_village,6,14,30000.0,cap
kedu,qujing_province,ZYI,rural_settlement,livestock,61210.0,5947.999999999999,false,"",0,farming_village,0,10,0.0,workers
thayet,pyay_province,PIN,rural_settlement,rice,79840.0,24275.0,false,"",0,farming_village,6,10,30000.0,cap
hpa_an,martaban_province,PEG,rural_settlement,rice,64040.0,4646.0,false,"",0,farming_village,2,10,10000.0,workers
stramba,north_oltenia_province,WAL,rural_settlement,medicaments,56910.0,5950.0,false,"",0,"",0,0,0.0,""
tuban_java,surabaya_province,MAJ,rural_settlement,rice,102590.0,99732.0,false,"",0,farming_village,0,0,0.0,land
kuse,yamashiro_province,JAP,rural_settlement,tea,112290.0,46775.99999999999,false,"",0,"",0,0,0.0,""
liwa,julfar_province,YAS,rural_settlement,sand,12200.0,1361.0,false,sand_pit,0,"",0,0,0.0,""
buruwai,bomberai_province,KAM,rural_settlement,fish,20200.0,405.0,false,fishing_village,0,"",0,0,0.0,""
shanyang,shangzhou_province,CHI,town,wild_game,76500.0,76029.00000000001,false,forest_village,2,"",0,0,0.0,""
nantwich,cheshire_province,CET,rural_settlement,salt,100230.0,12176.0,false,inland_saltworks,2,"",0,0,0.0,""
asti,monferrato_province,ATI,town,wine,171360.0,66846.0,false,"",0,farming_village,6,19,30000.0,cap
lematang,ogan_province,PLB,rural_settlement,lumber,35600.0,8256.0,false,lumber_mill,2,"",0,0,0.0,""
zarqan,shiraz_province,INJ,rural_settlement,wool,23400.0,1934.9999999999998,false,"",0,sheep_farms,1,10,2000.0,workers
chioggia,venice_province,VEN,town,salt,184550.0,49588.0,false,salt_collector,2,farming_village,6,25,30000.0,cap
meiqiu,suizhou_province,CHI,rural_settlement,cotton,132030.0,10668.999999999998,false,"",0,"",0,0,0.0,""
lentekhi,imereti_province,GEO,rural_settlement,lumber,11100.0,3605.0,false,lumber_mill,0,"",0,0,0.0,""
constanta,north_dobruja_province,BUL,town,livestock,63800.0,7129.0,false,"",0,farming_village,4,10,20000.0,workers
berestyn,karlivka_province,GLH,rural_settlement,horses,35600.0,4648.0,false,"",0,"",0,0,0.0,""
amberg,oberpfalzer_wald_province,PAL,rural_settlement,iron,104940.0,18526.999999999996,false,iron_mine,2,"",0,0,0.0,""
fatehabad,mahja_province,DLH,rural_settlement,wheat,108120.0,105359.00000000001,false,"",0,farming_village,0,0,0.0,land
marbella,malaga_province,MOR,rural_settlement,fish,56100.0,15909.999999999998,false,fishing_village,3,"",0,0,0.0,""
odienne,wassulu_province,MAL,rural_settlement,millet,32900.0,31681.0,false,"",0,farming_village,0,0,0.0,land
walalde,takrur_province,TKR,rural_settlement,cotton,15900.0,3767.0,false,"",0,"",0,0,0.0,""
nagahrada,mewar,MEW,rural_settlement,lead,90320.0,78479.0,false,lead_mine,1,"",0,0,0.0,""
isernia,molise_province,NAP,rural_settlement,stone,95030.0,14344.0,false,stone_quarry,1,"",0,0,0.0,""
lilienfeld,ober_dem_wienerwald_province,HAB,rural_settlement,wool,41700.0,26090.0,false,"",0,sheep_farms,6,7,12000.0,cap
martigny,oberwallis_province,SIT,rural_settlement,lead,60610.0,7224.0,false,lead_mine,1,"",0,0,0.0,""
trowbridge,wiltshire_province,ENG,rural_settlement,wild_game,111330.0,29427.0,false,forest_village,2,"",0,0,0.0,""
xiaoxi,suining_province,CHI,rural_settlement,rice,150140.0,11517.999999999998,false,"",0,farming_village,6,26,30000.0,cap
yongping,jing_province,CHI,rural_settlement,alum,55400.0,30413.999999999996,false,alum_quarry,0,"",0,0,0.0,""
dilling,kordofan_province,DAJ,rural_settlement,livestock,41100.0,37065.99999999999,false,"",0,farming_village,0,0,0.0,land
kayseri,kayseri_province,ERE,city,beeswax,110220.0,57474.00000000001,false,"",0,farming_village,6,9,30000.0,cap
karaikal,cola_nadu,MAB,rural_settlement,salt,148620.0,82087.0,false,salt_collector,2,farming_village,6,12,30000.0,cap
dzhulsub,talas_province,CHG,rural_settlement,legumes,27700.0,926.0,false,"",0,farming_village,0,4,0.0,workers
ubari,fezzan_province,FZA,rural_settlement,livestock,18400.0,7128.0,false,"",0,farming_village,1,1,5000.0,land
bahla,nizwa_province,OMA,rural_settlement,legumes,11300.0,3811.0,false,"",0,farming_village,0,0,0.0,land
awbeh,herat_province,KRT,rural_settlement,salt,34100.0,1451.0,false,inland_saltworks,0,"",0,0,0.0,""
shimian,lizhou_sichuan_province,TNQ,rural_settlement,tea,47700.0,5251.0,false,"",0,"",0,0,0.0,""
tula_russia,tula_russia_province,GLH,rural_settlement,beeswax,45600.0,18447.0,false,"",0,farming_village,0,4,0.0,workers
finike,antalya_province,TEK,rural_settlement,olives,45200.0,18075.0,false,"",0,farming_village,4,4,20000.0,land
skara,vastergotland_province,SWE,town,wool,78220.0,10052.0,false,"",0,sheep_farms,5,33,10000.0,workers
huoyi,huozhou_province,CHI,rural_settlement,wheat,106110.0,40643.0,false,"",0,farming_village,6,12,30000.0,cap
qandala,majerteen_province,TDE,rural_settlement,incense,14400.0,6380.0,false,"",0,"",0,0,0.0,""
naam,yamama_province,SBY,rural_settlement,livestock,20400.0,15713.0,false,"",0,farming_village,0,0,0.0,land
mengding_mengzi,mengzi_province,NLU,rural_settlement,rice,40100.0,7897.0,false,"",0,farming_village,0,5,0.0,workers
itekiatonhniarikon,adirondacks_province,KKA,rural_settlement,iron,22800.0,279.0,false,iron_mine,0,"",0,0,0.0,""
jingling,mianyang_province,CHI,rural_settlement,rice,346340.0,16443.0,false,"",0,farming_village,6,64,30000.0,cap
eisenberg,thuringer_becken_province,THU,rural_settlement,stone,86420.0,29744.0,false,stone_quarry,1,"",0,0,0.0,""
badam,isbijab_province,CHG,rural_settlement,wild_game,34900.0,4019.9999999999995,false,forest_village,2,"",0,0,0.0,""
novy_bykhaw,mogilev_province,MSV,rural_settlement,wild_game,60910.0,6250.0,false,forest_village,2,"",0,0,0.0,""
kotri,lower_sindh_province,SND,rural_settlement,medicaments,81100.0,33620.0,false,"",0,"",0,0,0.0,""
tarinkot,bost_province,BSD,rural_settlement,iron,49810.0,9604.000000000002,false,iron_mine,2,"",0,0,0.0,""
gaiseni,south_muntenia_province,WAL,rural_settlement,legumes,104020.0,8445.0,false,"",0,farming_village,5,18,25000.0,workers
xianju,taizhou_province,CHI,rural_settlement,horses,223330.0,222316.0,false,"",0,"",0,0,0.0,""
innsbruck,unterinntal_province,TIR,town,salt,110520.0,24261.0,false,inland_saltworks,2,"",0,0,0.0,""
asadabad_kunar,kafiristan,QUN,rural_settlement,livestock,91630.0,16836.000000000004,false,"",0,farming_village,0,13,0.0,workers
sully,orleanais_province,FRA,rural_settlement,wild_game,178290.0,36394.0,false,forest_village,2,farming_village,6,27,30000.0,cap
ichagarh,ranchi_province,KKR,rural_settlement,lumber,121510.0,119879.0,false,lumber_mill,2,"",0,0,0.0,""
mateur,bizerte_province,TUN,rural_settlement,sugar,80520.0,22984.0,false,"",0,"",0,0,0.0,""
leuktron,messenia_province,BYZ,rural_settlement,silk,36600.0,2027.0000000000002,false,"",0,"",0,0,0.0,""
rutland,leicestershire_province,ENG,rural_settlement,wild_game,119940.0,15168.0,false,forest_village,2,"",0,0,0.0,""
lutsk,lutsk_province,VOL,rural_settlement,wheat,59910.0,14844.0,false,"",0,farming_village,6,8,30000.0,cap
saghand,tabas_al_tamr_province,MZF,rural_settlement,livestock,19300.0,2349.0,false,"",0,farming_village,1,2,5000.0,workers
ragunda,jamtland_province,NOR,rural_settlement,stone,14300.0,1006.9999999999999,false,stone_quarry,0,"",0,0,0.0,""
boli,bolon_province,HIJ,rural_settlement,millet,31600.0,2882.0,false,"",0,farming_village,0,4,0.0,workers
gonda,bahraich_province,DLH,rural_settlement,silk,168140.0,131427.0,false,"",0,"",0,0,0.0,""
myeongcheon,gyongseong_province,HIY,rural_settlement,lead,38800.0,18881.0,false,lead_mine,1,"",0,0,0.0,""
caspe,alcaniz_province,ARA,rural_settlement,olives,85320.0,11186.0,false,"",0,farming_village,6,13,30000.0,cap
khotiml,karachev_province,KCH,rural_settlement,millet,44500.0,6250.0,false,"",0,farming_village,3,6,15000.0,workers
rakni,koh_e_sulayman_province,DLH,rural_settlement,stone,44140.0,43211.0,false,stone_quarry,1,"",0,0,0.0,""
corinth,corinthia_province,ACH,town,stone,83610.0,33781.0,false,stone_quarry,1,"",0,0,0.0,""
charikar,bamyan_province,QUN,rural_settlement,tin,31800.0,13418.999999999998,false,tin_streamworks,1,"",0,0,0.0,""
nishiokitama,uzen_province,JAP,rural_settlement,legumes,45800.0,12780.000000000002,false,"",0,farming_village,5,5,25000.0,land
meknes,fez_province,MOR,city,olives,86300.0,50784.0,false,"",0,farming_village,4,6,20000.0,workers
nikki,borgu_province,BOR,rural_settlement,millet,34100.0,32533.0,false,"",0,farming_village,0,0,0.0,land
andolo,butung_province,KNW,rural_settlement,millet,48300.0,2458.0,false,"",0,farming_village,0,8,0.0,workers
maoming,gaozhou_province,CHI,rural_settlement,sugar,128880.0,15205.0,false,"",0,"",0,0,0.0,""
kirsanov,tambov_province,GLH,rural_settlement,horses,50400.0,9505.0,false,"",0,"",0,0,0.0,""
tongliang,hezhou_sichuan_province,CHI,rural_settlement,rice,135600.0,10990.0,false,"",0,farming_village,6,23,30000.0,cap
medjez_el_bab,medjerda_province,TUN,rural_settlement,clay,90220.0,10949.0,false,clay_pit,2,"",0,0,0.0,""
ilanbalyk,emin_province,CHG,rural_settlement,wheat,25200.0,8093.0,false,"",0,farming_village,1,2,5000.0,workers
khiyav,ardabil_province,JAL,rural_settlement,wheat,43600.0,8407.0,false,"",0,farming_village,3,6,15000.0,workers
ajdabiya,barca_province,BQA,rural_settlement,fruit,20500.0,12926.0,false,"",0,fruit_orchard,0,0,0.0,land
hofgeismar,leine_province,MAI,rural_settlement,lumber,161070.0,15782.0,false,lumber_mill,2,farming_village,6,28,30000.0,cap
douz,djerid_province,GFS,rural_settlement,beeswax,20500.0,4977.0,false,"",0,farming_village,2,2,10000.0,land
semarang,demak_province,MAJ,rural_settlement,sand,114090.0,111904.0,false,sand_pit,1,"",0,0,0.0,""
alvdal,sor_trondelag_province,NOR,rural_settlement,lumber,3600.0,261.0,false,lumber_mill,0,"",0,0,0.0,""
sripura,raipur_garjats,RTP,rural_settlement,rice,117490.0,28252.0,false,"",0,farming_village,6,16,30000.0,cap
muborak,bukhara_province,BRL,rural_settlement,livestock,18300.0,10136.0,false,"",0,farming_village,0,0,0.0,land
anah,furat_province,FDL,rural_settlement,fruit,23900.0,7734.0,false,"",0,fruit_orchard,2,2,10000.0,land
bumthang,eastern_bhutan_province,LMN,rural_settlement,livestock,37700.0,7255.0,false,"",0,farming_village,2,5,10000.0,workers
khurda,orissa_garjats,ORI,rural_settlement,iron,112690.0,74961.0,false,iron_mine,2,"",0,0,0.0,""
mikhaylov,pronsk_province,PRK,rural_settlement,wool,53110.0,10995.0,false,"",0,sheep_farms,6,20,12000.0,cap
rodoscuk,dardanelles_province,BYZ,rural_settlement,wool,83010.0,6204.0,false,"",0,sheep_farms,3,37,6000.0,workers
shchuchyn,lida_province,LIT,rural_settlement,wild_game,67520.0,5882.0,false,forest_village,2,"",0,0,0.0,""
ardagh,meath_province,ANN,rural_settlement,horses,107540.0,1980.0,false,"",0,"",0,0,0.0,""
vyazma,vyazma_province,VYA,rural_settlement,wool,61510.0,12021.0,false,"",0,sheep_farms,6,24,12000.0,cap
nagarkot,kangra_province,KGR,rural_settlement,lumber,96750.0,38822.0,false,lumber_mill,2,"",0,0,0.0,""
antioch,antakya_province,MAM,city,silk,118610.0,47570.0,false,"",0,"",0,0,0.0,""
scone,perthshire_province,SCO,rural_settlement,pearls,92830.0,5182.0,false,"",0,farming_village,0,16,0.0,workers
sighisoara,kiralyfold_province,HUN,rural_settlement,wool,47700.0,16250.0,false,"",0,sheep_farms,6,15,12000.0,cap
nanle,daming_province,CHI,rural_settlement,livestock,182240.0,22218.0,false,"",0,farming_village,6,31,30000.0,cap
taihu,anqing_province,CHI,rural_settlement,legumes,93450.0,62849.0,false,"",0,farming_village,5,5,25000.0,land
khomeyn,golpayegan_province,HDN,rural_settlement,wheat,49200.0,3900.0000000000005,false,"",0,farming_village,2,8,10000.0,workers
zhanhua,binzhou_province,CHI,rural_settlement,fruit,99410.0,48152.0,false,"",0,fruit_orchard,6,9,30000.0,cap
suiyang,zhenan_province,BZU,rural_settlement,livestock,44200.0,9259.0,false,"",0,farming_village,1,5,5000.0,workers
flekkefjord,agder_province,NOR,rural_settlement,fish,25200.0,4120.0,false,fishing_village,2,"",0,0,0.0,""
tata_MOR,guzzula_province,TFL,rural_settlement,fruit,18800.0,8995.0,false,"",0,fruit_orchard,0,0,0.0,land
grantham,lincolnshire_province,ENG,rural_settlement,livestock,123840.0,24470.0,false,"",0,farming_village,6,18,30000.0,cap
tynset,hedmark_province,NOR,rural_settlement,lumber,6800.0,261.0,false,lumber_mill,0,"",0,0,0.0,""
vowpa,vawkavysk_province,NRK,rural_settlement,legumes,58710.0,3569.0,false,"",0,farming_village,1,10,5000.0,workers
ajim,djafara_province,GBS,rural_settlement,fruit,43400.0,3959.0,false,"",0,fruit_orchard,0,6,0.0,workers
ryazhsk,pronsk_province,PRK,rural_settlement,livestock,52610.0,6745.0,false,"",0,farming_village,4,8,20000.0,workers
eckernforde,slesvig_province,SLV,rural_settlement,lumber,154750.0,21324.0,false,lumber_mill,2,farming_village,6,25,30000.0,cap
launceston,cornwall_province,ENG,rural_settlement,tin,115450.0,16311.0,false,tin_streamworks,1,"",0,0,0.0,""
kuantan_riau,riau_indragiri_province,INR,rural_settlement,lumber,104690.0,3856.0,false,lumber_mill,1,"",0,0,0.0,""
kalahasti,kosta,RDY,rural_settlement,fruit,67100.0,65498.99999999999,false,"",0,fruit_orchard,0,0,0.0,land
xllang,xllang_province,XLL,rural_settlement,chili,24300.0,23652.0,false,"",0,"",0,0,0.0,""
baghran,bost_province,BSD,rural_settlement,tin,24100.0,4763.0,false,tin_streamworks,1,"",0,0,0.0,""
armagh,oriel_province,AMA,rural_settlement,fruit,115850.0,1877.0,false,"",0,fruit_orchard,0,21,0.0,workers
laval,lower_maine_province,MIE,rural_settlement,livestock,208500.0,37026.0,false,"",0,farming_village,6,33,30000.0,cap
argyrokastro,north_epirus_province,EPI,rural_settlement,olives,66020.0,14966.000000000002,false,"",0,farming_village,6,9,30000.0,cap
haomen,xining_province,CHI,rural_settlement,millet,18200.0,2790.0,false,"",0,farming_village,1,2,5000.0,workers
iki_burul,dardeling_province,GLH,rural_settlement,horses,16600.0,2307.0,false,"",0,"",0,0,0.0,""
lavagna,levante_province,GEN,rural_settlement,fish,58000.0,56849.00000000001,false,fishing_village,3,"",0,0,0.0,""
sandan,ishanapura_province,KHM,rural_settlement,rice,48700.0,15003.0,false,"",0,farming_village,4,5,20000.0,workers
oiyin_korken,eastern_gobi_province,CHI,rural_settlement,livestock,5500.0,2727.9999999999995,false,"",0,farming_village,0,0,0.0,land
tangdan,dongchuan_province,DCN,rural_settlement,lumber,54000.0,4803.0,false,lumber_mill,0,"",0,0,0.0,""
beng_mealea,indrapura_khmer_province,KHM,rural_settlement,clay,54800.0,30300.0,false,clay_pit,2,"",0,0,0.0,""
samboangan,zamboanga_province,SML,rural_settlement,fish,37200.0,1650.0000000000002,false,fishing_village,0,"",0,0,0.0,""
yongqing,shuntian_province,CHI,rural_settlement,wheat,125440.0,20020.0,false,"",0,farming_village,6,20,30000.0,cap
saint_lizier,comminges_province,COM,rural_settlement,wool,108940.0,24840.0,false,"",0,sheep_farms,6,41,12000.0,cap
bars_khot,dalai_nuur_province,BGT,rural_settlement,millet,17000.0,7161.0,false,"",0,farming_village,0,0,0.0,land
eidsvoll,akershus_province,NOR,rural_settlement,livestock,26910.0,10670.0,false,"",0,farming_village,2,2,10000.0,land
jingan,ningzhou_province,CHI,rural_settlement,legumes,79100.0,78009.0,false,"",0,farming_village,0,0,0.0,land
mogilno,gniezno_province,POL,rural_settlement,livestock,50500.0,10882.0,false,"",0,farming_village,6,6,30000.0,land
valuyki,alexeyevka_province,GLH,rural_settlement,wheat,38000.0,4710.0,false,"",0,farming_village,1,5,5000.0,workers
ar_rabadha,hinakiyah_province,AZF,town,wheat,53900.0,6238.0,false,"",0,farming_village,1,8,5000.0,workers
chilapa,yopitzinco_province,CLP,rural_settlement,copper,32900.0,8533.999999999998,false,copper_mine,1,"",0,0,0.0,""
nikopol,tarnovo_province,BUL,rural_settlement,fiber_crops,97720.0,15898.0,false,"",0,"",0,0,0.0,""
tikhvin,nagornaya_province,NOV,rural_settlement,lumber,24300.0,2795.0,false,lumber_mill,1,"",0,0,0.0,""
hvalsey,gardr_province,GRL,rural_settlement,ivory,3500.0,30.0,false,"",0,"",0,0,0.0,""
dutsi,zamfara_province,ZAM,town,rice,57300.0,33969.0,false,"",0,farming_village,3,3,15000.0,land
mogador,haha_province,MOR,rural_settlement,fish,30100.0,15674.0,false,fishing_village,3,"",0,0,0.0,""
lucknow,lucknow_province,DLH,rural_settlement,wheat,176170.0,176035.0,false,"",0,farming_village,0,0,0.0,land
machaqa,tiwanaku_province,PCJ,rural_settlement,maize,51700.0,50924.0,false,"",0,farming_village,0,0,0.0,land
umm_al_ghiran,taif_province,HRB,rural_settlement,fruit,11600.0,2709.0,false,"",0,fruit_orchard,0,0,0.0,land
dongola,makuria_province,MAK,city,fruit,60480.0,77847.0,true,"",0,fruit_orchard,0,0,0.0,land
tutrakan,south_dobruja_province,BUL,rural_settlement,lumber,98230.0,14651.0,false,lumber_mill,2,"",0,0,0.0,""
foshnya,bryansk_province,BRY,rural_settlement,livestock,55710.0,13400.0,false,"",0,farming_village,6,7,30000.0,cap
tongzhou,tongzhou_shaanxi_province,CHI,rural_settlement,wheat,95300.0,51580.99999999999,false,"",0,farming_village,6,7,30000.0,cap
la_mure,gresivaudan_province,DAU,rural_settlement,iron,61910.0,27197.0,false,iron_mine,2,"",0,0,0.0,""
kargopol,kargopol_province,NOV,rural_settlement,fur,14300.0,3244.0,false,forest_village,1,"",0,0,0.0,""
qabala,shaki_province,SRV,rural_settlement,wool,38700.0,16445.0,false,"",0,sheep_farms,3,10,6000.0,workers
gambaru,bornu_province,KBO,rural_settlement,rice,71610.0,7645.0,false,"",0,farming_village,1,11,5000.0,workers
parchim,seenplatte_province,GSW,rural_settlement,lumber,166870.0,26284.0,false,lumber_mill,2,farming_village,6,27,30000.0,cap
hradiste,hradistsko_province,MVA,rural_settlement,wool,143850.0,42089.99999999999,false,"",0,sheep_farms,6,50,12000.0,cap
ixtlahuacan,tonala_province,TNL,rural_settlement,maize,99940.0,5168.0,false,"",0,farming_village,1,17,5000.0,workers
lahri,sibi_province,SMA,rural_settlement,beeswax,56100.0,44468.0,false,"",0,farming_village,1,1,5000.0,land
sumbawa,sumbawa_province,NGL,rural_settlement,dyes,47000.0,20109.0,false,"",0,"",0,0,0.0,""
buda,buda_province,HUN,city,wine,112010.0,33872.0,false,"",0,"",0,0,0.0,""
untari,palamau_province,CER,rural_settlement,fruit,119410.0,92703.0,false,"",0,fruit_orchard,4,4,20000.0,land
rothenburg_oberlausitz,oberlausitz_province,BOH,rural_settlement,fiber_crops,133450.0,23608.0,false,"",0,"",0,0,0.0,""
nakpa,dagbon_province,DGB,rural_settlement,saffron,39000.0,28766.0,false,"",0,"",0,0,0.0,""
ongjin,haeju_province,KOR,rural_settlement,pearls,123490.0,19345.0,false,"",0,"",0,0,0.0,""
atpazari,kocaeli_province,TUR,rural_settlement,lumber,131750.0,47173.0,false,lumber_mill,2,"",0,0,0.0,""
rekapalle,bastar_province,BST,rural_settlement,stone,102090.0,42156.0,false,stone_quarry,1,"",0,0,0.0,""
ingolstadt,donau_moos_province,UBV,rural_settlement,lumber,214300.0,23004.0,false,lumber_mill,2,farming_village,6,37,30000.0,cap
chalon_sur_saone,dijonnais_province,BUR,rural_settlement,wine,222800.0,42033.0,false,"",0,farming_village,6,35,30000.0,cap
ungheni,iasi_province,IAS,rural_settlement,lumber,94230.0,9789.0,false,lumber_mill,2,"",0,0,0.0,""
guadix,granada_province,GRA,rural_settlement,saffron,77610.0,21880.0,false,"",0,"",0,0,0.0,""
pogostishche,masalsk_province,KCH,rural_settlement,fiber_crops,55710.0,4545.0,false,"",0,"",0,0,0.0,""
kumylzhenskaya,mikhaylovka_province,GLH,rural_settlement,livestock,38000.0,3433.0,false,"",0,farming_village,1,5,5000.0,workers
nogaro,armagnac_province,AMG,rural_settlement,wheat,100220.0,30223.0,false,"",0,farming_village,6,12,30000.0,cap
beljamen,beljamen_province,GLH,rural_settlement,fiber_crops,25400.0,9448.0,false,"",0,"",0,0,0.0,""
samsun,sinop_province,KBD,rural_settlement,olives,109130.0,37338.0,false,"",0,farming_village,6,13,30000.0,cap
parun,kafiristan,QUN,rural_settlement,wool,71610.0,19158.0,false,"",0,sheep_farms,0,25,0.0,workers
al_abala,ranyah_province,SBY,rural_settlement,copper,21300.0,7597.0,false,copper_mine,1,"",0,0,0.0,""
jepara,demak_province,MAJ,rural_settlement,fish,78740.0,44672.99999999999,false,fishing_village,3,"",0,0,0.0,""
chiroqchi,bukhara_province,BRL,rural_settlement,legumes,42800.0,10644.0,false,"",0,farming_village,5,5,25000.0,land
puka_tampu,ica_province,CIC,rural_settlement,fish,36800.0,35736.0,false,fishing_village,3,"",0,0,0.0,""
marmande,agenais_province,FRA,rural_settlement,wheat,213200.0,33613.0,false,"",0,farming_village,6,34,30000.0,cap
ringkobing,western_jutland_province,DAN,rural_settlement,amber,92630.0,7478.0,false,"",0,"",0,0,0.0,""
tazzarine,tafilalt_province,TFL,rural_settlement,copper,39510.0,38375.0,false,copper_mine,1,"",0,0,0.0,""
dire_dawa,adal_province,IFA,rural_settlement,fruit,23300.0,16311.999999999998,false,"",0,fruit_orchard,0,0,0.0,land
nevers,nevernais_province,NEV,rural_settlement,livestock,150060.0,32235.0,false,"",0,farming_village,6,22,30000.0,cap
bristol,gloucestershire_province,ENG,town,fiber_crops,196980.0,34867.0,false,"",0,farming_village,6,31,30000.0,cap
schleusingen,thuringer_wald_province,HNB,rural_settlement,copper,68220.0,29052.0,false,copper_mine,1,"",0,0,0.0,""
zemplin,zemplen_province,HUN,rural_settlement,wheat,123740.0,14113.999999999998,false,"",0,farming_village,6,20,30000.0,cap
