location_tag,area_km2,capacity_people_p10,capacity_people_p50,capacity_people_p90,people_per_km2,crop_capacity_people,livestock_capacity_people,marine_capacity_people,freshwater_capacity_people,wild_capacity_people,apiary_capacity_people,rainfed_crop_capacity_people,irrigation_increment_capacity_people,tsetse_livestock_capacity_loss_people,cool_cereals_capacity_people,warm_cereals_capacity_people,wet_rice_capacity_people,maize_capacity_people,roots_tubers_capacity_people,tropical_perennials_capacity_people,feasible_cultivated_fraction,food_system,external_crop_source_coverage,normalized_capacity,model_version,source_manifest_hash
rongshan,1513.980397,47038,69174,95460,45.690000,61603,3624,0,3699,205,43,56620,4983,0,15278,0,46325,0,0,0,0.236500,rice_wet+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rongshui,1960.225052,15950,23456,32369,11.965842,15405,2646,0,4426,854,124,14159,1246,0,0,0,12202,0,3203,0,0.068800,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rongxian,978.998078,10433,15342,21172,15.671294,13768,1235,0,0,294,45,13768,0,0,0,3248,10520,0,0,0,0.184900,rice_wet+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rongzhou,1534.062055,38530,56662,78194,36.936100,52678,3888,0,0,79,17,52678,0,0,41016,11662,0,0,0,0,0.396000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ronneby,1003.679687,27959,41116,56741,40.965728,27073,3723,10321,0,0,0,26233,839,0,27073,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roon,1452.680809,39956,61096,86389,42.057079,49381,829,10110,0,751,25,47850,1531,0,0,0,0,0,0,49381,0.146200,banana,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ropsk,2524.644222,107898,158673,218969,62.849734,153557,4966,0,0,123,28,153557,0,0,122147,31410,0,0,0,0,0.396000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roros,3537.968236,7096,10435,14401,2.949479,0,3841,0,5871,516,208,0,0,0,0,0,0,0,0,0,0.236500,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roscommon,1052.091967,45373,66725,92081,63.421298,56818,2013,0,7818,64,12,50371,6447,0,56818,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roscrea,786.808936,23166,34067,47013,43.297982,32540,1472,0,0,46,9,32540,0,0,32540,0,0,0,0,0,0.396000,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rosenheim,266.571792,18007,26481,36544,99.340373,24156,538,0,1771,14,3,22202,1954,0,24156,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roshtkhar,1954.310604,910,1338,1847,0.684870,837,392,0,0,54,55,837,0,0,837,0,0,0,0,0,0.022800,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roshtqala,3012.448458,7000,10294,14205,3.417064,0,4600,0,5434,202,58,0,0,0,0,0,0,0,0,0,0.032000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roskilde,918.085307,94270,138632,191313,151.001639,127769,971,9893,0,0,0,123807,3962,0,127769,0,0,0,0,0,0.662400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roslavl,2024.304158,113953,167578,231257,82.782871,160237,7340,0,0,0,0,160237,0,0,160237,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rosnay,543.835011,47578,69967,96555,128.655021,65632,1907,0,2428,0,0,60324,5308,0,65632,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ross_river,20381.090894,58725,86360,119177,4.237266,0,71624,0,13782,811,143,0,0,0,0,0,0,0,0,0,0.273600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rossano,888.875248,54422,80032,110444,90.037258,65009,5281,9742,0,0,0,62993,2016,0,54648,10361,0,0,0,0,0.309600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rosso,6224.571401,40084,61291,86666,9.846653,15309,12945,24958,7715,280,84,13669,1640,0,0,0,0,0,15309,0,0.144000,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rossosh,3874.176744,272015,400022,552030,103.253368,379611,14305,0,6106,0,0,348907,30704,0,278196,101414,0,0,0,0,0.518400,wheat+foxtail_millet,1.000000,14,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rostaq,1441.911417,3077,4525,6245,3.138412,1411,2999,0,0,89,26,1411,0,0,1023,389,0,0,0,0,0.032000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rostislavl_ryazansky,1450.361121,62077,91290,125980,62.942646,84438,2925,0,3838,72,16,77608,6830,0,70619,13819,0,0,0,0,0.396000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rostock,502.042560,48048,70658,97508,140.741251,61446,1767,7446,0,0,0,59540,1905,0,61446,0,0,0,0,0,0.518400,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rostov,2084.236535,141866,208627,287905,100.097452,200383,2153,0,6091,0,0,192676,7707,0,200383,0,0,0,0,0,0.662400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rotenburg,767.099396,29965,44067,60812,57.446117,39539,1547,0,2851,107,23,36341,3198,0,39539,0,0,0,0,0,0.236500,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rothenburg,299.350134,20837,30642,42286,102.361943,29565,1077,0,0,0,0,29565,0,0,29565,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rothenburg_oberlausitz,977.391225,59706,87803,121168,89.833812,82612,1960,0,3172,49,11,75930,6682,0,82612,0,0,0,0,0,0.396000,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rotokas,713.189938,32370,50843,73045,71.289858,43332,385,6823,0,294,9,41989,1344,0,0,0,0,0,7006,36327,0.244800,banana+taro,0.666667,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rotondo,956.545657,28341,41678,57515,43.570960,25744,1406,10088,4321,90,29,24015,1729,0,20597,5147,0,0,0,0,0.236500,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rottenburg,799.159619,65148,95806,132213,119.884055,89963,2951,0,2892,0,0,82687,7276,0,89963,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rottenmann,882.110462,1829,2690,3713,3.049784,1318,948,0,0,369,56,1318,0,0,1318,0,0,0,0,0,0.068800,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rotterdam,639.071384,43626,64156,88536,100.390052,53081,2739,8337,0,0,0,51435,1646,0,53081,0,0,0,0,0,0.420000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roucy,705.633765,49649,73013,100758,103.472048,68904,1339,0,2721,41,8,63331,5573,0,68904,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rouen,1167.546213,117229,172396,237906,147.656419,167924,1129,0,3342,0,0,154342,13582,0,167924,0,0,0,0,0,0.662400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
routt,5438.472796,24439,35939,49596,6.608307,0,35510,0,0,391,38,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rouyuan,2400.710035,23038,35226,49809,14.673088,27999,2171,0,4103,825,128,25734,2265,0,0,0,4456,0,0,23543,0.068800,banana+rice_wet,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rov,1969.600579,80179,117910,162716,59.864826,115401,2042,0,0,402,65,115401,0,0,92619,22782,0,0,0,0,0.309600,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovaniemi,13521.194077,15932,23430,32333,1.732810,0,7819,0,11267,3379,965,0,0,0,0,0,0,0,0,0,0.420000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovdino,10014.361142,54812,80606,111236,8.049032,63545,5791,0,9727,1200,343,58405,5140,0,63545,0,0,0,0,0,0.309600,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovegno,442.018452,3628,5336,7363,12.071240,4648,475,0,0,185,28,4648,0,0,4648,0,0,0,0,0,0.068800,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovenki,2521.883279,153612,225899,311741,89.575641,216546,9354,0,0,0,0,216546,0,0,59320,157226,0,0,0,0,0.518400,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovenky,2984.303806,171746,252567,348543,84.631891,241499,11069,0,0,0,0,241499,0,0,61592,179906,0,0,0,0,0.518400,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovereto,428.805201,6766,9950,13731,23.203453,3786,865,0,5179,99,21,3356,430,0,3786,0,0,0,0,0,0.088000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roviana,1121.052919,34668,50983,70356,45.477736,40263,674,9408,0,619,20,39014,1248,0,0,0,0,0,6117,34145,0.146200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovigo,640.097343,42297,62201,85838,97.174730,55945,3633,0,2624,0,0,49951,5994,0,44330,11615,0,0,0,0,0.420000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovinj,836.259767,58313,85754,118341,102.544832,74114,2119,9465,0,47,9,71816,2298,0,56226,17888,0,0,0,0,0.396000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rovnoye,4305.220609,53655,78905,108888,18.327639,65598,6573,0,6453,222,58,60292,5306,0,14612,50986,0,0,0,0,0.144000,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rowta,2159.637417,89847,132128,182336,61.180582,127041,1825,0,2902,314,46,116765,10275,0,0,0,0,0,25050,101991,0.309600,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roxburgh,1982.277034,41148,60511,83506,30.526248,50312,10200,0,0,0,0,50312,0,0,50312,0,0,0,0,0,0.309600,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
royan,326.673627,27918,41056,56658,125.680383,33804,1149,6103,0,0,0,32756,1048,0,7838,25966,0,0,0,0,0.518400,foxtail_millet+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
royston,721.400516,50331,74016,102142,102.600036,71557,2459,0,0,0,0,71557,0,0,71557,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozan,831.948678,46156,67877,93670,81.588054,63189,1678,0,2960,41,9,58078,5111,0,63189,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozdory,4365.198636,289650,425956,587820,97.580078,403269,16190,0,6497,0,0,370652,32617,0,95788,307481,0,0,0,0,0.518400,foxtail_millet+barley,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozhalovo,1346.275874,51103,75151,103709,55.821753,72436,2636,0,0,65,15,72436,0,0,72436,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozhdestveno,1646.741267,80299,118087,162961,71.709719,110608,3313,0,4065,82,19,101662,8946,0,110608,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozhyshche,1342.645626,75846,111538,153922,83.073330,105052,2706,0,3698,66,15,96555,8497,0,87746,17306,0,0,0,0,0.396000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rozkishna,1731.634638,92288,135717,187290,78.375217,132228,3387,0,0,83,19,132228,0,0,104908,27320,0,0,0,0,0.396000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
roznava,842.144657,20646,30362,41899,36.052653,29190,878,0,0,254,40,29190,0,0,29190,0,0,0,0,0,0.184900,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rtishchevo,3838.010707,258771,380545,525153,99.151729,360272,14188,0,6085,0,0,331133,29140,0,272166,88107,0,0,0,0,0.518400,barley+foxtail_millet,1.000000,13,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruanga,4593.166405,106423,156505,215977,34.073387,145659,2604,0,6658,1357,226,133878,11781,3596,33858,111801,0,0,0,0,0.184900,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rubaga,7905.039113,380657,559790,772511,70.814364,519945,26215,0,13631,0,0,460944,59001,10195,0,0,0,0,90784,429161,0.273600,banana+yam,1.000000,19,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruby,9655.846638,29879,43940,60637,4.550596,0,33933,0,9555,384,68,0,0,0,0,0,0,0,0,0,0.518400,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruby_valley,5072.745635,4450,6545,9032,1.290143,0,5507,0,0,739,298,0,0,0,0,0,0,0,0,0,0.088000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudbar,1580.707786,22651,33311,45969,21.073432,25381,3492,0,3997,365,76,23328,2053,0,19021,6360,0,0,0,0,0.088000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudbar_sistan,2988.600224,4352,6400,8832,2.141542,0,816,0,5413,84,87,0,0,0,0,0,0,0,0,0,0.043200,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudkhaneh,1860.385574,1246,1832,2528,0.984551,1220,508,0,0,51,53,1220,0,0,927,293,0,0,0,0,0.022800,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudnik,1551.574814,68812,101195,139649,65.220626,93842,3129,0,3962,214,47,86252,7590,0,70240,23601,0,0,0,0,0.236500,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudnik_poland,1408.989787,64635,95051,131171,67.460455,89441,1504,0,3762,296,48,82207,7234,0,89441,0,0,0,0,0,0.309600,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudnya,2122.866639,102295,150434,207598,70.863395,141480,4256,0,4569,105,24,130037,11443,0,141480,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudnya_pontic,6143.819849,355051,522133,720544,84.985127,499346,22787,0,0,0,0,499346,0,0,114597,384749,0,0,0,0,0.518400,foxtail_millet+barley,1.000000,18,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudobelka,2526.878017,127805,187949,259369,74.379880,177732,5082,0,4981,125,28,163357,14375,0,139913,37820,0,0,0,0,0.396000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudrapur,1915.622508,90753,138766,196215,72.439069,129518,4804,0,4332,91,21,119042,10476,0,0,108021,0,0,21496,0,0.396000,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rudrapur_kumaon,2120.464825,102951,151398,208929,71.398539,143522,2828,0,4539,438,72,131914,11608,0,0,112537,30985,0,0,0,0.309600,sorghum+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruga,2230.699646,44256,65082,89813,29.175613,63213,979,0,0,862,28,63213,0,0,0,0,0,0,11803,51410,0.146200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rugao,1199.816798,68949,101395,139925,84.508831,84565,5592,11238,0,0,0,81943,2622,0,65914,0,18652,0,0,0,0.518400,barley+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rugen,953.914205,73679,108352,149526,113.586849,94740,3538,10075,0,0,0,91802,2938,0,94740,0,0,0,0,0,0.518400,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rugombe,3486.711479,124035,182404,251718,52.314125,171528,10876,0,0,0,0,171528,0,4230,0,0,0,0,44570,126958,0.309600,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruguda,13563.451995,30612,47277,67252,3.485621,6184,3703,36603,0,405,382,5992,192,0,0,0,0,0,6184,0,0.025800,taro,0.750000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruguru,5410.127621,80683,118651,163739,21.931322,114758,2351,0,0,1320,223,114758,0,3247,0,29385,0,0,85372,0,0.163400,yam+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruhptare,8412.539730,231502,340445,469814,40.468712,315036,16425,0,8326,551,106,289555,25481,0,0,0,0,315036,0,0,0.144000,maize,1.000000,12,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruian,888.564934,32000,47059,64942,52.960960,34904,2252,9741,0,135,27,33822,1082,0,0,0,34904,0,0,0,0.236500,rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruichang,1107.343805,54244,79771,110084,72.038244,69257,7261,0,3253,0,0,63655,5602,0,14947,0,54310,0,0,0,0.309600,rice_wet+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruicheng,777.168351,42131,61958,85502,79.722834,56989,2101,0,2868,0,0,52380,4609,0,14004,42985,0,0,0,0,0.518400,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruijin,2127.893615,60630,89161,123043,41.901260,79936,4795,0,4092,281,58,73470,6465,0,0,0,65687,0,14249,0,0.236500,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rukahe,26132.065064,3960542,5824326,8037570,222.880427,5688018,123354,0,12955,0,0,5078587,609430,0,0,0,0,4554954,1133064,0,0.420000,maize+cassava,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rukai,553.398629,3352,4930,6803,8.908041,4434,223,0,0,263,10,4434,0,0,0,0,719,0,0,3715,0.054400,banana+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rukajarvi,6760.975664,12191,17928,24741,2.651695,1987,3910,0,10989,810,232,1911,76,0,1987,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rumah,4407.110546,1683,2574,3639,0.584004,1126,1203,0,0,119,125,1126,0,0,0,0,0,0,1126,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rumbek,60256.567953,1017558,1571519,2235485,26.080456,1483669,67315,0,18539,1598,399,1324705,158965,48745,0,272176,0,0,1211493,0,0.420000,taro+sorghum,0.750000,54,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rumoi,1099.304691,35678,52468,72405,47.727929,40090,1181,10778,0,364,54,38847,1243,0,32151,7939,0,0,0,0,0.184900,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rumu,1360.976946,46420,68265,94205,50.158673,64812,603,0,2376,459,15,59570,5242,0,0,0,0,0,10859,53953,0.244800,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rungan,3820.765780,52820,80764,114200,21.138175,77916,1617,0,0,1191,40,77916,0,0,0,0,0,0,11731,66185,0.244800,banana+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
runyan,2191.493348,65135,95787,132186,43.708441,78585,12534,0,4667,0,0,72229,6356,0,62484,16101,0,0,0,0,0.273600,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rupharupha,2515.719558,54414,80020,110428,31.808059,73096,1436,0,4095,1348,45,67184,5912,0,0,0,0,18673,54424,0,0.129200,sweet_potato+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruppin,1819.678178,74722,109885,151642,60.387221,107580,1871,0,0,375,60,107580,0,0,107580,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rusafa,2985.330336,5262,7739,10680,2.592301,1344,6209,0,0,146,40,1344,0,0,1344,0,0,0,0,0,0.144000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ruse,1146.752673,79011,116193,160347,101.323653,110395,2304,0,3424,58,13,101466,8929,0,79869,30526,0,0,0,0,0.396000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rushan,1283.573185,108388,159394,219964,124.180261,143027,4761,11606,0,0,0,138592,4435,0,37140,105888,0,0,0,0,0.518400,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rusii_de_vede,2020.921734,118643,174474,240775,86.334078,170315,4037,0,0,100,23,170315,0,0,38312,132003,0,0,0,0,0.396000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
rusokastro,1576.644774,81043,119182,164471,75.591919,103834,2128,12809,0,356,54,100615,3220,0,26892,76942,0,0,0,0,0.309600,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
russky_kameshkir,4994.559880,329865,485095,669431,97.124712,459822,18390,0,6883,0,0,422630,37191,0,381010,78812,0,0,0,0,0.518400,barley+sorghum,1.000000,17,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
