From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
passau;landau;sea;pp_nav_00910;8291;6194;8289;6192;River navigation crossing
passau;scharding;sea;pp_nav_00919;8302;6189;8304;6187;River navigation crossing
patna;sonepur_bihar;sea;pp_nav_01765;11564;4786;11566;4786;River navigation crossing
patoka;kuttawa;sea;pp_nav_01275;3685;5507;3687;5505;River navigation crossing
patos;jacui;sea;pp_nav_02340;5322;1667;5324;1665;River navigation crossing
pavia;piacenza;sea;pp_nav_01097;8125;5962;8127;5960;River navigation crossing
paxtang;connatachequa;sea;pp_nav_01205;4188;5659;4186;5657;River navigation crossing
pereiaslav;korsun;sea;pp_nav_00870;9135;6259;9133;6257;River navigation crossing
peshawar;attock;sea;pp_nav_01418;10978;5258;10980;5256;River navigation crossing
peshawar;pindi_gheb;sea;pp_nav_01418;10969;5256;10971;5254;River navigation crossing
petrovaradin;debrc;sea;pp_nav_01120;8608;5933;8610;5931;River navigation crossing
phon_hong;chiang_khan;sea;pp_nav_01926;12323;4351;12325;4349;River navigation crossing
phon_hong;dan_sai;sea;pp_nav_01931;12314;4340;12312;4338;River navigation crossing
phon_hong;loei;sea;pp_nav_01931;12315;4340;12317;4338;River navigation crossing
phsar_dek;or_keo;sea;pp_nav_01964;12488;3927;12486;3925;River navigation crossing
pingchuan;dechang;sea;pp_nav_01672;12328;4874;12330;4872;River navigation crossing
pingchuan;mingyi;sea;pp_nav_01672;12327;4869;12329;4867;River navigation crossing
pinglu;lingbao;sea;pp_nav_01389;12742;5315;12744;5313;River navigation crossing
pinglu;mianchi;sea;pp_nav_01378;12770;5326;12772;5324;River navigation crossing
pinglu;shanxian;sea;pp_nav_01389;12744;5316;12746;5314;River navigation crossing
piran_i_kaliyar;nagina;sea;pp_nav_01590;11243;5008;11245;5006;River navigation crossing
plenita;visesav;sea;pp_nav_01126;8714;5916;8712;5914;River navigation crossing
plock;gabin;sea;pp_nav_00748;8590;6450;8588;6448;River navigation crossing
plock;gostynin;sea;pp_nav_00748;8583;6455;8581;6453;River navigation crossing
pokrovsk;goly_karamysh;sea;pp_nav_00806;9778;6362;9776;6360;River navigation crossing
pokrovskoye;stavropol_na_volge;sea;pp_nav_00684;9920;6541;9922;6539;River navigation crossing
pont_audemer;rouen;sea;pp_nav_00883;7731;6243;7733;6241;River navigation crossing
porto;feira;sea;pp_nav_01185;7301;5707;7299;5705;River navigation crossing
porto_tibirica;taquarucu;sea;pp_nav_02279;5320;2146;5318;2144;River navigation crossing
pozega;glaz;sea;pp_nav_01096;8491;5963;8493;5961;River navigation crossing
pozega;gradiski_brod;sea;pp_nav_01086;8481;5966;8479;5964;River navigation crossing
prayag;shankargah;sea;pp_nav_01771;11415;4769;11417;4767;River navigation crossing
privas;valence;sea;pp_nav_01104;7905;5928;7907;5926;River navigation crossing
puchacay;lafkenmapu;sea;pp_nav_02371;4364;1253;4362;1251;River navigation crossing
puchacay;lelbunmapu;sea;pp_nav_02371;4373;1235;4371;1233;River navigation crossing
puge;qiaojia;sea;pp_nav_01682;12374;4879;12376;4877;River navigation crossing
puge;wumeng;sea;pp_nav_01662;12390;4894;12390;4892;River navigation crossing
puge;yongshan;sea;pp_nav_01662;12392;4894;12394;4892;River navigation crossing
purnia;khagaria;sea;pp_nav_01776;11660;4769;11658;4767;River navigation crossing
purnia;teliagarhi;sea;pp_nav_01776;11663;4770;11665;4768;River navigation crossing
puyang;dongming;sea;pp_nav_01356;12926;5354;12928;5352;River navigation crossing
puyang;juancheng;sea;pp_nav_01356;12938;5360;12940;5358;River navigation crossing
qalyub;giza;sea;pp_nav_01559;9107;5047;9105;5045;River navigation crossing
qashliq;vagay;sea;pp_nav_00446;10823;6844;10825;6842;River navigation crossing
qena;hiw;sea;pp_nav_01744;9149;4813;9147;4811;River navigation crossing
qiaojia;huili;sea;pp_nav_01697;12378;4853;12376;4851;River navigation crossing
qichun;daye;sea;pp_nav_01566;12937;5047;12935;5045;River navigation crossing
qichun;yongxing_xingguo;sea;pp_nav_01566;12939;5044;12937;5042;River navigation crossing
qihe;licheng;sea;pp_nav_01309;13010;5437;13012;5435;River navigation crossing
qingjian;shilou;sea;pp_nav_01293;12715;5454;12717;5452;River navigation crossing
qishui;wuchang;sea;pp_nav_01545;12929;5058;12927;5056;River navigation crossing
qom_caia;nogoya;sea;pp_nav_02350;4940;1564;4942;1562;River navigation crossing
qubodijon;arkhan;sea;pp_nav_01286;10799;5460;10801;5458;River navigation crossing
quigate;taposa;sea;pp_nav_01382;3564;5310;3566;5308;River navigation crossing
quigate;utiangue;sea;pp_nav_01381;3527;5320;3525;5318;River navigation crossing
rahon;raikot;sea;pp_nav_01524;11152;5094;11150;5092;River navigation crossing
rahon;sirhind;sea;pp_nav_01502;11173;5096;11175;5094;River navigation crossing
rampur_boalla;sreepur;sea;pp_nav_01827;11733;4697;11731;4695;River navigation crossing
raqqa;tabqah;sea;pp_nav_01346;9470;5387;9468;5385;River navigation crossing
rashid;fuwa;sea;pp_nav_01499;9078;5110;9080;5108;River navigation crossing
rastyapino;meshchersk;sea;pp_nav_00563;9681;6712;9679;6710;River navigation crossing
rasyal;udamphur;sea;pp_nav_01432;11095;5221;11097;5219;River navigation crossing
reni;tulcea;sea;pp_nav_01087;8999;5969;9001;5967;River navigation crossing
riverie;vienne;sea;pp_nav_01055;7908;5991;7910;5989;River navigation crossing
rohrbach;linz;sea;pp_nav_00919;8318;6183;8316;6181;River navigation crossing
romans;tournon;sea;pp_nav_01074;7910;5965;7908;5963;River navigation crossing
rongshui;liucheng;sea;pp_nav_01791;12659;4735;12661;4733;River navigation crossing
rouyuan;kongwei;sea;pp_nav_01811;12197;4701;12199;4699;River navigation crossing
rouyuan;ta_shwe_htan;sea;pp_nav_01828;12186;4695;12188;4693;River navigation crossing
rovigo;comacchio;sea;pp_nav_01109;8246;5953;8244;5951;River navigation crossing
rowta;bordowa;sea;pp_nav_01722;11884;4822;11886;4820;River navigation crossing
rudrapur;azamgarh;sea;pp_nav_01743;11503;4818;11501;4816;River navigation crossing
rudrapur;ballia;sea;pp_nav_01743;11509;4812;11507;4810;River navigation crossing
ruicheng;huayin;sea;pp_nav_01397;12712;5309;12710;5307;River navigation crossing
ruicheng;lingbao;sea;pp_nav_01389;12739;5313;12741;5311;River navigation crossing
ruicheng;wenxiang;sea;pp_nav_01397;12715;5308;12713;5306;River navigation crossing
sadiya;bengmara;sea;pp_nav_01657;12030;4902;12032;4900;River navigation crossing
sadiya;tengapani;sea;pp_nav_01661;12066;4910;12068;4908;River navigation crossing
sagaing;pinya;sea;pp_nav_01877;12052;4568;12050;4566;River navigation crossing
saharsa;darbhanga;sea;pp_nav_01755;11628;4788;11626;4786;River navigation crossing
saharsa;khagaria;sea;pp_nav_01755;11630;4786;11628;4784;River navigation crossing
sailahai;lungkya;sea;pp_nav_01366;12256;5333;12254;5331;River navigation crossing
saint_etienne;vienne;sea;pp_nav_01074;7906;5982;7908;5980;River navigation crossing
salay;salin;sea;pp_nav_01888;12005;4498;12003;4496;River navigation crossing
samarchyk;kodak;sea;pp_nav_00917;9281;6184;9279;6182;River navigation crossing
samarra;ukbara;sea;pp_nav_01405;9685;5291;9683;5289;River navigation crossing
samastipur;monghyr;sea;pp_nav_01779;11620;4764;11622;4762;River navigation crossing
samsat;birecik;sea;pp_nav_01280;9439;5482;9437;5480;River navigation crossing
samsat;urfa;sea;pp_nav_01280;9441;5483;9443;5481;River navigation crossing
sandan;stung_treng;sea;pp_nav_01956;12512;4084;12514;4082;River navigation crossing
sanga_pumbo;pumbo;sea;pp_nav_02164;8370;3094;8372;3092;River navigation crossing
sangme;zhuluo;sea;pp_nav_01623;12206;4942;12204;4940;River navigation crossing
sanshui;gaoming;sea;pp_nav_01861;12829;4630;12827;4628;River navigation crossing
sanshui;gaoyao;sea;pp_nav_01861;12826;4638;12824;4636;River navigation crossing
sao_leopoldo;jacui;sea;pp_nav_02340;5338;1666;5340;1664;River navigation crossing
sarapul;chalninsky_pochinok;sea;pp_nav_00597;10097;6694;10095;6692;River navigation crossing
sarapul;kasevo;sea;pp_nav_00559;10151;6706;10153;6704;River navigation crossing
sarapul;lower_aktanyshbash;sea;pp_nav_00591;10125;6691;10127;6689;River navigation crossing
sarapul;menzelinsk;sea;pp_nav_00603;10117;6688;10119;6686;River navigation crossing
sarapul;saygatsky;sea;pp_nav_00559;10156;6711;10158;6709;River navigation crossing
savannakhet;that_phanom;sea;pp_nav_01945;12461;4275;12459;4273;River navigation crossing
saw;salay;sea;pp_nav_01888;12003;4507;12005;4505;River navigation crossing
sawran;artyk_ata;sea;pp_nav_01152;10764;5860;10762;5858;River navigation crossing
sayniabuli;vang_vieng;sea;pp_nav_01908;12325;4412;12327;4410;River navigation crossing
segyan_kyuyol;batamay;sea;pp_nav_00161;13577;7272;13575;7270;River navigation crossing
shadodkot;kandiaro;sea;pp_nav_01681;10790;4867;10792;4865;River navigation crossing
shaharpara;baniachang;sea;pp_nav_01813;11848;4726;11850;4724;River navigation crossing
shaharpara;chandrapur;sea;pp_nav_01813;11866;4722;11864;4720;River navigation crossing
shaharpara;rajnagar;sea;pp_nav_01803;11876;4728;11878;4726;River navigation crossing
shahjadpur;savar;sea;pp_nav_01825;11774;4696;11776;4694;River navigation crossing
shamokin;connatachequa;sea;pp_nav_01205;4187;5663;4185;5661;River navigation crossing
shayang;jingling;sea;pp_nav_01536;12816;5076;12818;5074;River navigation crossing
shemkhiya;ed_damer;sea;pp_nav_01927;9232;4321;9234;4319;River navigation crossing
shemonayevskoye;shar;sea;pp_nav_00852;11370;6305;11372;6303;River navigation crossing
shemonayevskoye;takhir;sea;pp_nav_00844;11337;6314;11335;6312;River navigation crossing
shigony;khvorostyanka;sea;pp_nav_00718;9898;6494;9900;6492;River navigation crossing
shigony;stavropol_na_volge;sea;pp_nav_00684;9918;6532;9920;6530;River navigation crossing
shilou;yanchuan;sea;pp_nav_01311;12717;5452;12715;5450;River navigation crossing
shimbay;nyzvar;sea;pp_nav_01165;10406;5784;10404;5782;River navigation crossing
shouchun;xiacai;sea;pp_nav_01453;13006;5192;13004;5190;River navigation crossing
shunde;xinhui;sea;pp_nav_01866;12838;4619;12836;4617;River navigation crossing
shwegu;takawng;sea;pp_nav_01831;12079;4686;12081;4684;River navigation crossing
silkari;emuer;sea;pp_nav_00701;13224;6510;13226;6508;River navigation crossing
sillanwali;chiniot;sea;pp_nav_01483;10995;5131;10997;5129;River navigation crossing
sillanwali;jhang;sea;pp_nav_01491;10976;5104;10976;5102;River navigation crossing
simbirsk;staraya_mayna;sea;pp_nav_00663;9908;6596;9910;6594;River navigation crossing
sirnak;barqaid;sea;pp_nav_01296;9612;5473;9610;5471;River navigation crossing
sirnak;cizre;sea;pp_nav_01284;9605;5478;9603;5476;River navigation crossing
sitpur;derawar;sea;pp_nav_01600;10912;4985;10914;4983;River navigation crossing
sitpur;uch;sea;pp_nav_01594;10917;4990;10919;4988;River navigation crossing
sivrice;gerger;sea;pp_nav_01262;9473;5532;9471;5530;River navigation crossing
ski;trogstad;sea;pp_nav_00366;8195;6965;8197;6963;River navigation crossing
solingen;neuss;sea;pp_nav_00820;8005;6359;8003;6357;River navigation crossing
solt;tolna;sea;pp_nav_01001;8553;6069;8551;6067;River navigation crossing
sonepur_bihar;arrah;sea;pp_nav_01759;11548;4788;11550;4786;River navigation crossing
songzi;yidu;sea;pp_nav_01535;12764;5065;12762;5063;River navigation crossing
sosnovy_ostrov;balakovo;sea;pp_nav_00750;9869;6427;9871;6425;River navigation crossing
sosnovy_ostrov;dukhovnitskoye;sea;pp_nav_00735;9884;6456;9886;6454;River navigation crossing
sosnovy_ostrov;khvorostyanka;sea;pp_nav_00735;9890;6464;9892;6462;River navigation crossing
sremska_mitrovica;debrc;sea;pp_nav_01120;8601;5932;8599;5930;River navigation crossing
srey_sarchhor;phnom_penh;sea;pp_nav_01961;12470;3987;12468;3985;River navigation crossing
stadacona;kikonteku;sea;pp_nav_01010;4439;6064;4441;6062;River navigation crossing
stadacona;wachilmezi;sea;pp_nav_01010;4435;6063;4437;6061;River navigation crossing
stata_ketux;wenatchi;sea;pp_nav_00984;2216;6114;2214;6112;River navigation crossing
stettin;goleniow;sea;pp_nav_00694;8352;6511;8354;6509;River navigation crossing
stezyca;radom;sea;pp_nav_00784;8667;6397;8665;6395;River navigation crossing
strasbourg;offenburg;sea;pp_nav_00900;8051;6196;8053;6194;River navigation crossing
suide;dinghu;sea;pp_nav_01293;12728;5470;12730;5468;River navigation crossing
suisin;chochenyo;sea;pp_nav_01271;2129;5519;2127;5517;River navigation crossing
suruc;manbij;sea;pp_nav_01306;9420;5451;9418;5449;River navigation crossing
sutkent;zhaushikumtobe;sea;pp_nav_01173;10787;5740;10789;5738;River navigation crossing
suzun;barnaul;sea;pp_nav_00688;11432;6535;11430;6533;River navigation crossing
sviyazhsk;bolghar;sea;pp_nav_00635;9929;6634;9929;6632;River navigation crossing
swiecie;chelmno;sea;pp_nav_00686;8540;6517;8542;6515;River navigation crossing
swiecie;grudziadz;sea;pp_nav_00686;8541;6519;8543;6517;River navigation crossing
sylhet;rajnagar;sea;pp_nav_01803;11881;4734;11883;4732;River navigation crossing
szeged;kikinda;sea;pp_nav_01034;8602;6022;8604;6022;River navigation crossing
tacshic;agaes;sea;pp_nav_02304;5049;1890;5051;1888;River navigation crossing
tacshic;kyyindy;sea;pp_nav_02304;5054;1900;5056;1898;River navigation crossing
taixing;wujin;sea;pp_nav_01478;13154;5153;13152;5151;River navigation crossing
tamalameque;norosi;sea;pp_nav_01972;4324;3844;4322;3842;River navigation crossing
tana;azok;sea;pp_nav_00982;9514;6097;9516;6095;River navigation crossing
tana;bagayevskaya;sea;pp_nav_00982;9516;6098;9518;6096;River navigation crossing
tansen;ramnagar_bihar;sea;pp_nav_01667;11516;4892;11518;4890;River navigation crossing
tansen;upardang;sea;pp_nav_01667;11519;4893;11521;4891;River navigation crossing
tapajo;tupinambarana;sea;pp_nav_02107;5099;3207;5097;3205;River navigation crossing
tapajo;urucurituba;sea;pp_nav_02111;5079;3213;5077;3211;River navigation crossing
tapes;jacui;sea;pp_nav_02343;5355;1665;5353;1663;River navigation crossing
tarrana;giza;sea;pp_nav_01559;9096;5051;9098;5049;River navigation crossing
taseyevo;yemelyanovo;sea;pp_nav_00530;11947;6757;11945;6755;River navigation crossing
taseyevo;yeniseysk;sea;pp_nav_00448;11934;6846;11932;6844;River navigation crossing
tatahuitalpan;zahuatan;sea;pp_nav_01929;3503;4342;3501;4340;River navigation crossing
tatarskaya_tesyu;minusinsk;sea;pp_nav_00680;11854;6553;11856;6551;River navigation crossing
taungdwingyi;thayet;sea;pp_nav_01901;12021;4454;12019;4452;River navigation crossing
tavan;rohat_kermen;sea;pp_nav_00983;9224;6085;9226;6083;River navigation crossing
tehcha;xunhe;sea;pp_nav_00878;13513;6253;13515;6251;River navigation crossing
tensas;chittaloosa;sea;pp_nav_01469;3534;5146;3536;5144;River navigation crossing
tensas;natchez;sea;pp_nav_01485;3528;5136;3530;5134;River navigation crossing
tereshka;baronsk;sea;pp_nav_00782;9817;6398;9819;6396;River navigation crossing
tereshka;pokrovsk;sea;pp_nav_00782;9811;6399;9809;6397;River navigation crossing
termez;khulm;sea;pp_nav_01301;10760;5467;10762;5465;River navigation crossing
termez;zadian;sea;pp_nav_01295;10733;5475;10735;5473;River navigation crossing
tetyushi;staraya_mayna;sea;pp_nav_00648;9915;6603;9917;6601;River navigation crossing
tezpur;bordowa;sea;pp_nav_01710;11908;4836;11910;4834;River navigation crossing
thakhek;muang_nakhon;sea;pp_nav_01922;12431;4353;12429;4351;River navigation crossing
thakhek;pak_huei_lang;sea;pp_nav_01922;12430;4357;12428;4355;River navigation crossing
thang_long;vu_ninh;sea;pp_nav_01887;12511;4514;12513;4514;River navigation crossing
thatta;muhammad_tur;sea;pp_nav_01800;10784;4726;10786;4724;River navigation crossing
thatta;sonda;sea;pp_nav_01774;10797;4744;10799;4742;River navigation crossing
thayet;pyay;sea;pp_nav_01911;12021;4407;12023;4405;River navigation crossing
thuan_binh;mukdahan;sea;pp_nav_01949;12473;4244;12471;4242;River navigation crossing
tiotoren;niagara;sea;pp_nav_01154;4097;5827;4095;5825;River navigation crossing
tolna;bodrog;sea;pp_nav_01021;8546;6026;8548;6024;River navigation crossing
tomakivka;kuchugur;sea;pp_nav_00956;9281;6119;9279;6117;River navigation crossing
tongan_lijiang;langqu;sea;pp_nav_01689;12264;4864;12266;4862;River navigation crossing
tongan_lijiang;yongning_baisheng;sea;pp_nav_01689;12264;4870;12266;4868;River navigation crossing
toniato;kaniatarahontsi;sea;pp_nav_01103;4266;5945;4266;5943;River navigation crossing
tormosin;aksay;sea;pp_nav_00918;9651;6165;9653;6163;River navigation crossing
tormosin;nagavskaya;sea;pp_nav_00942;9643;6142;9645;6140;River navigation crossing
torun;bydgoszcz;sea;pp_nav_00729;8521;6493;8519;6491;River navigation crossing
torun;inowroclaw;sea;pp_nav_00729;8526;6490;8524;6488;River navigation crossing
tournon;valence;sea;pp_nav_01104;7909;5952;7911;5952;River navigation crossing
tumba_ikoko;ubangi;sea;pp_nav_02119;8428;3168;8426;3166;River navigation crossing
tunica;chittaloosa;sea;pp_nav_01469;3543;5161;3545;5159;River navigation crossing
turnu_magurele;gigen;sea;pp_nav_01145;8820;5873;8818;5871;River navigation crossing
turnu_magurele;nikopol;sea;pp_nav_01145;8824;5873;8826;5871;River navigation crossing
tynda;djee;sea;pp_nav_00689;13469;6518;13471;6516;River navigation crossing
ugbodu;nnewi;sea;pp_nav_02018;7995;3679;7997;3677;River navigation crossing
ukbara;baqubah;sea;pp_nav_01416;9707;5247;9709;5245;River navigation crossing
ukek;pokrovsk;sea;pp_nav_00790;9785;6383;9787;6381;River navigation crossing
unnao;asni;sea;pp_nav_01735;11366;4807;11364;4805;River navigation crossing
unnao;korra;sea;pp_nav_01735;11360;4815;11358;4813;River navigation crossing
unnao;makanpur;sea;pp_nav_01711;11350;4831;11348;4829;River navigation crossing
ural_nema;sernur;sea;pp_nav_00512;9969;6798;9967;6796;River navigation crossing
urka;emuer;sea;pp_nav_00695;13284;6519;13286;6517;River navigation crossing
uruguay;cruz_alta;sea;pp_nav_02316;5209;1810;5209;1808;River navigation crossing
uruguay;ibicui;sea;pp_nav_02330;5119;1717;5121;1715;River navigation crossing
ust_tsimla;dubovskoye;sea;pp_nav_00960;9618;6131;9620;6129;River navigation crossing
ust_tsimla;nagavskaya;sea;pp_nav_00942;9639;6136;9641;6134;River navigation crossing
valence;viviers;sea;pp_nav_01125;7905;5923;7903;5921;River navigation crossing
varanasi;kantit;sea;pp_nav_01785;11445;4758;11443;4756;River navigation crossing
velyka_oleksandrivka;rohat_kermen;sea;pp_nav_00983;9227;6087;9229;6085;River navigation crossing
velyka_oleksandrivka;velyka_lepetykha;sea;pp_nav_00983;9229;6091;9231;6089;River navigation crossing
verkh_chebula;kolchugino;sea;pp_nav_00643;11635;6637;11633;6635;River navigation crossing
verkhnyaya_toyma;voznesenskoye;sea;pp_nav_00241;9739;7149;9737;7147;River navigation crossing
vienne;tournon;sea;pp_nav_01074;7908;5975;7906;5973;River navigation crossing
vientiane;chiang_khan;sea;pp_nav_01926;12349;4350;12349;4348;River navigation crossing
vientiane;pak_huei_lang;sea;pp_nav_01924;12380;4346;12382;4344;River navigation crossing
vyatskiye_polyany;mamadysh;sea;pp_nav_00592;10031;6699;10029;6697;River navigation crossing
vyatskiye_polyany;oli_baraza;sea;pp_nav_00548;10002;6738;10000;6736;River navigation crossing
waawiiyaataanong;ganatchio;sea;pp_nav_01169;3905;5779;3907;5777;River navigation crossing
wangjiang;pengze;sea;pp_nav_01558;12997;5032;12999;5030;River navigation crossing
wangmu;tongle;sea;pp_nav_01796;12524;4743;12526;4741;River navigation crossing
wenxian;gongxian;sea;pp_nav_01383;12840;5323;12838;5321;River navigation crossing
wenxian;xingyang;sea;pp_nav_01383;12841;5322;12843;5320;River navigation crossing
wied;ahrweiler;sea;pp_nav_00835;8024;6321;8022;6319;River navigation crossing
wied;mayen;sea;pp_nav_00843;8027;6315;8025;6313;River navigation crossing
winnee;etiwan;sea;pp_nav_01422;4043;5243;4045;5241;River navigation crossing
winyah;etiwan;sea;pp_nav_01427;4059;5232;4057;5230;River navigation crossing
winyah;wando;sea;pp_nav_01427;4061;5231;4059;5229;River navigation crossing
wittenberge;luchow;sea;pp_nav_00726;8206;6491;8204;6489;River navigation crossing
wolmirstedt;burg;sea;pp_nav_00756;8222;6431;8224;6429;River navigation crossing
wuhe;zhaoxin;sea;pp_nav_01436;13054;5214;13056;5212;River navigation crossing
wuhe;zhongli;sea;pp_nav_01436;13043;5210;13041;5208;River navigation crossing
wuhu;wuwei;sea;pp_nav_01498;13079;5117;13077;5115;River navigation crossing
wujiang_bozhou;suidong;sea;pp_nav_01691;12557;4877;12559;4875;River navigation crossing
wujiang_yingtian;jiangning;sea;pp_nav_01484;13086;5143;13088;5141;River navigation crossing
wuntho;takawng;sea;pp_nav_01846;12060;4646;12062;4644;River navigation crossing
wutun;tanjin;sea;pp_nav_01853;12729;4656;12727;4654;River navigation crossing
wuwei;fanchang;sea;pp_nav_01498;13061;5100;13063;5098;River navigation crossing
wuwei;tongling;sea;pp_nav_01498;13058;5100;13056;5098;River navigation crossing
wuzhi;xingyang;sea;pp_nav_01383;12846;5329;12848;5327;River navigation crossing
wycombe;windsor;sea;pp_nav_00798;7650;6388;7652;6386;River navigation crossing
xiangning;hancheng;sea;pp_nav_01324;12724;5384;12722;5382;River navigation crossing
xiangning;yichuan;sea;pp_nav_01324;12723;5387;12721;5385;River navigation crossing
xiaodandang;jujin;sea;pp_nav_01669;12224;4892;12222;4890;River navigation crossing
xiaodandang;linxi;sea;pp_nav_01669;12222;4897;12220;4895;River navigation crossing
xiaodandang;tongan_lijiang;sea;pp_nav_01685;12244;4855;12246;4853;River navigation crossing
xiaodandang;zhuluo;sea;pp_nav_01669;12218;4905;12216;4903;River navigation crossing
xiaxian;mianchi;sea;pp_nav_01378;12772;5328;12774;5326;River navigation crossing
xicallanco;zahuatan;sea;pp_nav_01923;3496;4353;3498;4351;River navigation crossing
xindi;linxiang;sea;pp_nav_01580;12848;5015;12850;5013;River navigation crossing
xindi;puqi;sea;pp_nav_01570;12860;5028;12862;5026;River navigation crossing
yakesa;emuer;sea;pp_nav_00695;13316;6524;13318;6522;River navigation crossing
yakesa;humar;sea;pp_nav_00731;13414;6478;13416;6476;River navigation crossing
yanchuan;yonghe;sea;pp_nav_01311;12717;5434;12719;5432;River navigation crossing
yanci;gaoyuan_jinan;sea;pp_nav_01297;13043;5463;13045;5461;River navigation crossing
yanggu_yanzhou;shouzhang;sea;pp_nav_01342;12964;5384;12966;5382;River navigation crossing
yanggu_yanzhou;xucheng;sea;pp_nav_01327;12973;5392;12975;5390;River navigation crossing
yelabuga;zainsk;sea;pp_nav_00606;10049;6677;10047;6675;River navigation crossing
yguazu;palmeira;sea;pp_nav_02314;5232;1826;5234;1824;River navigation crossing
yingshang;shouchun;sea;pp_nav_01453;12993;5181;12995;5179;River navigation crossing
yinshan;hebin;sea;pp_nav_01201;12695;5671;12693;5669;River navigation crossing
yongchang_yongchang;yongping_yongchang;sea;pp_nav_01768;12212;4769;12214;4767;River navigation crossing
yongchuan;hejiang;sea;pp_nav_01622;12507;4971;12505;4969;River navigation crossing
yonghe;yanchang;sea;pp_nav_01311;12719;5431;12717;5429;River navigation crossing
yongshun;baishan;sea;pp_nav_01835;12624;4689;12626;4687;River navigation crossing
yuanqu;mianchi;sea;pp_nav_01378;12775;5332;12777;5330;River navigation crossing
yuanqu;xinan;sea;pp_nav_01378;12789;5336;12787;5334;River navigation crossing
yuanyang;guancheng_zhengzhou;sea;pp_nav_01383;12861;5329;12859;5327;River navigation crossing
yuanyang;zhongmu;sea;pp_nav_01385;12874;5325;12876;5323;River navigation crossing
yuechi;huaying;sea;pp_nav_01548;12543;5055;12545;5053;River navigation crossing
yun;huanglong;sea;pp_nav_01446;12727;5201;12725;5199;River navigation crossing
yunxi;huanglong;sea;pp_nav_01446;12711;5201;12713;5199;River navigation crossing
yunxi;xunyang;sea;pp_nav_01446;12704;5202;12702;5200;River navigation crossing
zakroczym;sochaczew;sea;pp_nav_00754;8621;6445;8623;6443;River navigation crossing
zamyany;astrakhan;sea;pp_nav_01025;9866;6026;9868;6024;River navigation crossing
zemukh;zhaushikumtobe;sea;pp_nav_01166;10795;5773;10797;5771;River navigation crossing
zenzevatka;bykovo;sea;pp_nav_00857;9752;6264;9754;6262;River navigation crossing
zhalauly;zhelezin;sea;pp_nav_00702;11127;6510;11129;6508;River navigation crossing
zhaozhou_jurchen;huolin;sea;pp_nav_01073;13349;5990;13347;5988;River navigation crossing
zimnicea;cherven;sea;pp_nav_01139;8866;5873;8868;5871;River navigation crossing
zimnicea;nikopol;sea;pp_nav_01145;8839;5872;8837;5870;River navigation crossing
zimnyatsky;kletskaya;sea;pp_nav_00881;9642;6243;9640;6241;River navigation crossing
zoe;curuai;sea;pp_nav_02097;5150;3239;5148;3237;River navigation crossing
zongyang;guichi;sea;pp_nav_01514;13035;5078;13037;5076;River navigation crossing
zongyang;tongling;sea;pp_nav_01514;13049;5085;13051;5083;River navigation crossing
zumbo;chikowa;sea;pp_nav_02258;9133;2480;9135;2478;River navigation crossing
amnye_machen;guide;sea;pp_nav_01348;12252;5370;12255;5370;River navigation crossing
ballia;sonepur_bihar;sea;pp_nav_01759;11542;4788;11545;4788;River navigation crossing
barpeta;guwahati;sea;pp_nav_01745;11829;4815;11832;4812;River navigation crossing
bettiah;kushinagar;sea;pp_nav_01703;11525;4856;11522;4853;River navigation crossing
bhimber;udamphur;sea;pp_nav_01438;11094;5212;11097;5212;River navigation crossing
brahin;chernihiv;sea;pp_nav_00807;9081;6378;9084;6378;River navigation crossing
buda;abrahamtelke;sea;pp_nav_00969;8556;6111;8559;6108;River navigation crossing
casqui;obion;sea;pp_nav_01329;3608;5399;3611;5399;River navigation crossing
chioggia;comacchio;sea;pp_nav_01109;8253;5950;8250;5947;River navigation crossing
chongde;jiaxing;sea;pp_nav_01533;13181;5070;13184;5070;River navigation crossing
chornobyl;lutava;sea;pp_nav_00807;9077;6357;9080;6357;River navigation crossing
gomsi;dibrugarh;sea;pp_nav_01670;12014;4893;12014;4890;River navigation crossing
hajipur;bihar_sharif;sea;pp_nav_01769;11589;4774;11589;4771;River navigation crossing
hoveyzeh;basra;sea;pp_nav_01518;9853;5092;9850;5089;River navigation crossing
htigyaing;shwegu;sea;pp_nav_01831;12073;4686;12076;4686;River navigation crossing
ibicui;ibirapuita;sea;pp_nav_02333;5108;1698;5108;1695;River navigation crossing
jaintiapur;rajnagar;sea;pp_nav_01803;11889;4740;11892;4737;River navigation crossing
jianli;linxiang;sea;pp_nav_01580;12847;5013;12850;5013;River navigation crossing
kahta;urfa;sea;pp_nav_01280;9450;5491;9453;5488;River navigation crossing
kaiguang;kehu;sea;pp_nav_01264;12722;5529;12725;5526;River navigation crossing
kashmore;aror;sea;pp_nav_01639;10862;4941;10865;4941;River navigation crossing
katihar;rajmahal;sea;pp_nav_01780;11689;4755;11686;4752;River navigation crossing
kelif;zadian;sea;pp_nav_01295;10727;5475;10730;5472;River navigation crossing
konwargaon;dibrugarh;sea;pp_nav_01688;11997;4875;12000;4875;River navigation crossing
lungkya;quge;sea;pp_nav_01400;12284;5305;12287;5305;River navigation crossing
luodian;tongle;sea;pp_nav_01796;12540;4750;12543;4747;River navigation crossing
mirat;sambhal;sea;pp_nav_01618;11249;4952;11252;4949;River navigation crossing
monghsu;mongping;sea;pp_nav_01878;12177;4542;12180;4542;River navigation crossing
