LandProvince;SeaZone;x;y;
gushan;pp_nav_01341;12347;5384;x
gutian;pp_nav_01734;13095;4824;x
guwahati;pp_nav_01745;11847;4813;x
guzhen;pp_nav_01443;13034;5210;x
gyor;pp_nav_00964;8498;6131;x
hacaritamas;pp_nav_01978;4335;3802;x
hachberg;pp_nav_00943;8035;6152;x
hahawakpa;pp_nav_01151;3537;5852;x
hajduszoboszlo;pp_nav_00955;8640;6124;x
hajipur;pp_nav_01754;11566;4794;x
hajner;pp_nav_01524;11130;5091;x
hajo;pp_nav_01745;11846;4814;x
hala;pp_nav_01752;10803;4788;x
halchidoma;pp_nav_01412;2480;5273;x
hamar;pp_nav_00347;8206;6998;x
hamburg;pp_nav_00696;8150;6517;x
hancheng;pp_nav_01355;12722;5361;x
hanchuan;pp_nav_01542;12866;5068;x
hanguang;pp_nav_01832;12847;4683;x
hanyang;pp_nav_01553;12884;5053;x
harburg;pp_nav_00696;8146;6517;x
harput;pp_nav_01262;9469;5534;x
harrow;pp_nav_00798;7666;6381;x
harsova;pp_nav_01122;8967;5926;x
hatchie;pp_nav_01347;3600;5375;x
havasubaaja;pp_nav_01332;2578;5399;x
hazarasp;pp_nav_01179;10472;5723;x
hebin;pp_nav_01207;12731;5655;x
hedong;pp_nav_01376;12710;5323;x
hehe;pp_nav_01245;12740;5547;x
hejiang;pp_nav_01622;12508;4966;x
hejin;pp_nav_01355;12726;5368;x
hengshan;pp_nav_01686;12830;4873;x
hengyang;pp_nav_01701;12818;4856;x
henley;pp_nav_00788;7638;6393;x
hequ;pp_nav_01229;12754;5593;x
hequ_wuding;pp_nav_01738;12340;4805;x
heves;pp_nav_00981;8621;6106;x
heyang_xian;pp_nav_01376;12714;5336;x
hezhou_he;pp_nav_01484;13081;5134;x
hillah;pp_nav_01470;9714;5151;x
hinthada;pp_nav_01934;12037;4326;x
hiw;pp_nav_01744;9158;4806;x
hkamti;pp_nav_01736;12062;4814;x
hmawbi;pp_nav_01940;12044;4309;x
hongsa;pp_nav_01899;12330;4457;x
horodyshche;pp_nav_00898;9199;6225;x
horoshino;pp_nav_00893;9183;6231;x
houguan;pp_nav_01734;13111;4811;x
hoveyzeh;pp_nav_01518;9854;5091;x
hpa_an;pp_nav_01941;12136;4296;x
htamanthi;pp_nav_01775;12021;4756;x
htigyaing;pp_nav_01831;12073;4681;x
huaihua;pp_nav_01675;12711;4889;x
huaining;pp_nav_01540;13021;5063;x
huaiyuan;pp_nav_01443;13023;5203;x
huangcaoba;pp_nav_01798;12474;4739;x
huanggang;pp_nav_01545;12919;5066;x
huanglong;pp_nav_01446;12720;5200;x
huangmei;pp_nav_01581;12959;5025;x
huangpi;pp_nav_01541;12900;5075;x
huarong;pp_nav_01585;12831;5017;x
huayin;pp_nav_01376;12709;5308;x
hucha_hudan;pp_nav_00200;1419;7214;x
huichuan_dechang;pp_nav_01738;12346;4815;x
huili;pp_nav_01697;12379;4843;x
huiqi;pp_nav_01832;12835;4670;x
hulawen;pp_nav_01060;13442;5997;x
hulin;pp_nav_01029;13785;6032;x
hum;pp_nav_02361;5092;1484;x
humati;pp_nav_01463;3748;5175;x
huolin;pp_nav_01073;13349;5985;x
huoqiu;pp_nav_01461;12987;5180;x
hurle;pp_nav_01026;13331;6034;x
hwalbay;pp_nav_01331;2495;5399;x
hymahi;pp_nav_01422;4019;5256;x
hytop;pp_nav_01394;3773;5308;x
iagodnoie;pp_nav_00230;14549;7159;x
ibicui;pp_nav_02336;5164;1686;x
ibirapuita;pp_nav_02337;5081;1668;x
ibotirama;pp_nav_02240;5718;2680;x
ibrahimabad;pp_nav_01683;11400;4862;x
ichera;pp_nav_00439;12663;6863;x
idah;pp_nav_02001;7995;3746;x
idrinskoye;pp_nav_00668;11856;6569;x
ilan_hala;pp_nav_01033;13578;6023;x
illecillewaet;pp_nav_00839;2317;6329;x
ilok;pp_nav_01078;8563;5969;x
ilovlya;pp_nav_00884;9680;6237;x
imaapik;pp_nav_00468;4704;6826;x
imakia;pp_nav_00739;11180;6465;x
inbatskoye;pp_nav_00132;11676;7315;x
indrapura_khmer;pp_nav_01961;12474;4002;x
ingapu;pp_nav_01934;12037;4340;x
inhandui;pp_nav_02334;5136;1699;x
inowroclaw;pp_nav_00729;8536;6484;x
inuviq;pp_nav_00013;1579;7707;x
ipholhhelhlhup;pp_nav_02296;5080;1956;x
ipire;pp_nav_01994;4698;3781;x
ipueira;pp_nav_02235;5720;2714;x
irakinda;pp_nav_00617;12968;6660;x
iranmranhre;pp_nav_02268;5376;2275;x
irkutsk;pp_nav_00746;12431;6445;x
irtysh;pp_nav_00306;10861;7053;x
isaccea;pp_nav_01083;8978;5975;x
isakhel;pp_nav_01442;10943;5200;x
ismail;pp_nav_01084;9015;5976;x
itapua;pp_nav_02317;5155;1814;x
itihumma;pp_nav_01528;3523;5084;x
itonama;pp_nav_02244;4759;2659;x
jabar;pp_nav_01333;9435;5387;x
jaguarari;pp_nav_02215;5823;2827;x
jaiba;pp_nav_02252;5682;2509;x
jaintiapur;pp_nav_01803;11891;4739;x
jalalpur_pirwala;pp_nav_01594;10925;5005;x
jalandhar;pp_nav_01524;11134;5092;x
jammu;pp_nav_01438;11093;5204;x
jangipur;pp_nav_01795;11696;4724;x
jansath;pp_nav_01590;11243;4998;x
jaskis;pp_nav_00302;9022;7060;x
jaunpur;pp_nav_01773;11478;4775;x
jean_marie_river;pp_nav_00258;2198;7113;x
jeguakava;pp_nav_02326;5156;1767;x
jekabpils;pp_nav_00553;8871;6732;x
jerichow;pp_nav_00740;8237;6458;x
jhang;pp_nav_01491;10981;5111;x
jhanjharpur;pp_nav_01732;11632;4815;x
jiajin;pp_nav_00903;13623;6205;x
jianchang_sichuan;pp_nav_01672;12335;4900;x
jiande;pp_nav_01579;13133;5006;x
jiangan;pp_nav_01630;12475;4960;x
jiangjin;pp_nav_01598;12527;4988;x
jiangling;pp_nav_01560;12801;5045;x
jiangning;pp_nav_01484;13088;5143;x
jiangxia;pp_nav_01541;12895;5069;x
jianli;pp_nav_01585;12833;5014;x
jiayu;pp_nav_01570;12877;5035;x
jiazhou;pp_nav_01264;12721;5522;x
jigansk;pp_nav_00066;13332;7497;x
jingling;pp_nav_01536;12824;5068;x
jinglong;pp_nav_01879;12294;4560;x
jinkang;pp_nav_01860;12794;4634;x
jinkou;pp_nav_01553;12886;5053;x
jinshajiang;pp_nav_01720;12297;4823;x
jintan;pp_nav_01477;13130;5145;x
jishi;pp_nav_01341;12346;5383;x
jishui;pp_nav_01687;12931;4873;x
jiyang;pp_nav_01309;13026;5449;x
jiyin;pp_nav_01356;12938;5357;x
jiyuan;pp_nav_01378;12794;5333;x
jizhou;pp_nav_01324;12720;5401;x
jomda;pp_nav_01505;12180;5109;x
jonang;pp_nav_01604;11707;4996;x
jongkong;pp_nav_02070;12801;3383;x
juancheng;pp_nav_01356;12944;5365;x
jujin;pp_nav_01695;12238;4861;x
julau;pp_nav_02062;12791;3465;x
juniata;pp_nav_01193;4188;5678;x
juque;pp_nav_01720;12315;4835;x
jurbarkas;pp_nav_00645;8735;6631;x
juris;pp_nav_02127;5026;3171;x
kaarendy;pp_nav_02300;5202;1915;x
kabachischi;pp_nav_00588;9873;6698;x
kabambare;pp_nav_02173;8917;3077;x
kagawask;pp_nav_00816;4011;6357;x
kaharlyk;pp_nav_00847;9093;6289;x
kahlur;pp_nav_01500;11185;5112;x
kahta;pp_nav_01280;9458;5494;x
kahwenoke;pp_nav_01103;4278;5950;x
kai_theli_ke_hot_inne;pp_nav_00399;2595;6914;x
kaibab;pp_nav_01313;2601;5429;x
kaifeng;pp_nav_01385;12899;5325;x
kaiguang;pp_nav_01264;12728;5532;x
kailali;pp_nav_01626;11386;4967;x
kaipeshimushich;pp_nav_00811;4153;6372;x
kakisa;pp_nav_00270;2298;7100;x
kal_gatana;pp_nav_00039;14684;7593;x
kalapuya;pp_nav_01095;2083;5937;x
kale;pp_nav_01854;11986;4643;x
kalispel;pp_nav_00929;2358;6162;x
kalmanka;pp_nav_00730;11499;6473;x
kalocsa;pp_nav_01021;8551;6052;x
kalpi;pp_nav_01741;11327;4807;x
kaltag;pp_nav_00130;463;7321;x
kaltysyany;pp_nav_00180;10654;7226;x
kamashikamach;pp_nav_00809;4180;6372;x
kamatapur;pp_nav_01756;11776;4787;x
kambeba;pp_nav_02143;4879;3134;x
kamen;pp_nav_00688;11411;6539;x
kamenka;pp_nav_00422;12093;6879;x
kamensk;pp_nav_00427;11900;6864;x
kamla;pp_nav_01668;11971;4904;x
kamyshnoye;pp_nav_00626;11019;6644;x
kamyskala;pp_nav_01114;10682;5934;x
kanaskipenaski;pp_nav_00541;3467;6734;x
kanauj;pp_nav_01692;11327;4867;x
kanawha;pp_nav_01243;3951;5565;x
kandiaro;pp_nav_01700;10784;4851;x
kangu;pp_nav_01322;12431;5406;x
kaniksu;pp_nav_00950;2414;6147;x
kanisianas;pp_nav_02249;4726;2570;x
kaniv;pp_nav_00865;9115;6279;x
kanna;pp_nav_01869;12011;4594;x
kansas;pp_nav_01235;3377;5584;x
kantit;pp_nav_01785;11440;4755;x
kapitukamach;pp_nav_00801;4249;6383;x
kapurthala;pp_nav_01512;11107;5102;x
kapuskaywak;pp_nav_00607;3077;6679;x
kara;pp_nav_01757;11395;4786;x
kara_shilka;pp_nav_00733;13111;6480;x
karaja;pp_nav_02224;5399;2792;x
karasor;pp_nav_00796;11226;6380;x
karau;pp_nav_02092;12919;3242;x
karcag;pp_nav_00981;8630;6116;x
karendo;pp_nav_02355;4926;1532;x
karnak;pp_nav_01152;10777;5841;x
karor;pp_nav_01504;10915;5095;x
karor_2;pp_nav_01504;10913;5099;x
karur_punjab;pp_nav_01592;10970;5007;x
kasakaupuyau;pp_nav_00521;4542;6772;x
kasekete;pp_nav_02257;9083;2481;x
kashmore;pp_nav_01652;10844;4925;x
kaskaskia;pp_nav_01258;3580;5541;x
kaskinampo;pp_nav_01330;3683;5390;x
kasur;pp_nav_01519;11078;5090;x
kasuswapaskau;pp_nav_00497;4482;6807;x
kath;pp_nav_01174;10444;5752;x
katha;pp_nav_01824;12081;4700;x
katihar;pp_nav_01780;11684;4761;x
katok;pp_nav_01505;12186;5108;x
katsina_ala;pp_nav_01996;8087;3775;x
kaxarari;pp_nav_02219;4710;2815;x
kaya_paha;pp_nav_01150;3171;5852;x
kayapo;pp_nav_02246;5711;2606;x
kaysun;pp_nav_01292;9423;5479;x
kazachinskoye;pp_nav_00509;11941;6789;x
kazan;pp_nav_00618;9925;6657;x
kazari;pp_nav_00665;9520;6590;x
kazhi;pp_nav_01567;12293;5026;x
keban;pp_nav_01249;9445;5558;x
keelivtyn;pp_nav_00105;15596;7397;x
kehek_aike;pp_nav_02406;4454;397;x
kehu;pp_nav_01264;12722;5518;x
kele;pp_nav_00171;13645;7254;x
kelif;pp_nav_01289;10702;5475;x
kengdey;pp_nav_00001;13496;7914;x
kengkham;pp_nav_01885;12184;4522;x
kerki;pp_nav_01285;10671;5492;x
kezhma;pp_nav_00405;12333;6913;x
khachimcher;pp_nav_00021;14313;7673;x
khagaria;pp_nav_01776;11650;4769;x
khairpur;pp_nav_01577;10984;5022;x
khakhaly;pp_nav_00578;9723;6701;x
khaliajuri;pp_nav_01807;11838;4720;x
khalis;pp_nav_01416;9712;5269;x
kham_bahar;pp_nav_01277;10885;5508;x
khampa;pp_nav_00142;13295;7302;x
khamra;pp_nav_00350;12863;6990;x
khamyab;pp_nav_01289;10703;5473;x
khanda;pp_nav_00251;13853;7122;x
khandyga;pp_nav_00204;13863;7197;x
khantayskoye;pp_nav_00040;11636;7567;x
kharak;pp_nav_01505;12192;5115;x
khargytyr;pp_nav_00015;14376;7705;x
kharibta;pp_nav_01531;9091;5077;x
khaspur;pp_nav_01804;11911;4735;x
khatas;pp_nav_00188;13600;7211;x
kheong;pp_nav_01612;12296;4972;x
khewra;pp_nav_01454;11022;5187;x
khimni;pp_nav_00804;12555;6365;x
khoai_chau;pp_nav_01887;12517;4499;x
kholmogory;pp_nav_00150;9581;7285;x
kholmyech;pp_nav_00783;9088;6407;x
kholongsolokh;pp_nav_00039;14682;7600;x
khoro;pp_nav_00156;13183;7280;x
khulm;pp_nav_01301;10775;5463;x
khushab;pp_nav_01464;10988;5171;x
khvorostyanka;pp_nav_00718;9909;6495;x
kichkas;pp_nav_00928;9289;6150;x
kikinda;pp_nav_01034;8606;6028;x
kikonteku;pp_nav_01010;4446;6065;x
kilmez;pp_nav_00524;9986;6768;x
kingston;pp_nav_00802;7678;6378;x
kinja;pp_nav_02068;4889;3388;x
kinozhesipi;pp_nav_01057;4188;6003;x
kipahigan;pp_nav_00621;3020;6664;x
kippawa;pp_nav_01009;4097;6059;x
kishim;pp_nav_01300;10848;5460;x
kishtwar;pp_nav_01435;11136;5220;x
kistapinan;pp_nav_00716;2919;6499;x
kitchawanc;pp_nav_01171;4323;5750;x
kittila;pp_nav_00060;8847;7511;x
kiwigapawa;pp_nav_01153;3547;5844;x
kizel;pp_nav_00378;10271;6946;x
kletskaya;pp_nav_00889;9651;6236;x
kleve;pp_nav_00781;7966;6406;x
klewi;pp_nav_00349;2593;6996;x
klutina;pp_nav_00271;1100;7098;x
klyuchi;pp_nav_00561;15022;6720;x
kodak;pp_nav_00921;9271;6180;x
kohat;pp_nav_01428;10959;5235;x
kohtali;pp_nav_01434;11046;5216;x
koksharov;pp_nav_00438;9892;6859;x
kol;pp_nav_01643;11263;4922;x
kolchugino;pp_nav_00615;11592;6668;x
kolomna;pp_nav_00647;9466;6632;x
kolosovka;pp_nav_00598;11079;6683;x
kolpashevo;pp_nav_00451;11483;6836;x
kolymskoie;pp_nav_00020;14909;7667;x
kom_ombo;pp_nav_01789;9189;4729;x
konch;pp_nav_01721;11303;4824;x
kongsvinger;pp_nav_00347;8203;6993;x
kongwei;pp_nav_01811;12202;4700;x
konski_vody;pp_nav_00956;9292;6130;x
konwargaon;pp_nav_01677;11981;4882;x
koostaaka;pp_nav_00947;2964;6149;x
koponovo;pp_nav_00659;9559;6593;x
korela;pp_nav_00302;9036;7050;x
koroa;pp_nav_01440;3571;5203;x
korra;pp_nav_01753;11344;4798;x
korsun;pp_nav_00870;9132;6256;x
kortuz;pp_nav_00631;11882;6639;x
kosi;pp_nav_01708;11651;4834;x
koskoak;pp_nav_00464;4537;6830;x
kot_addu;pp_nav_01539;10915;5057;x
kothagudem;pp_nav_01937;11394;4317;x
kotri;pp_nav_01774;10801;4759;x
kotto;pp_nav_02051;8711;3577;x
kovin;pp_nav_01115;8648;5933;x
kowal;pp_nav_00748;8576;6456;x
koyukuk;pp_nav_00117;526;7376;x
kozhevnikovo;pp_nav_00579;11508;6696;x
kozmodemyansk;pp_nav_00564;9814;6720;x
kracheh;pp_nav_01958;12518;4044;x
kraho;pp_nav_02204;5500;2863;x
krasnoyarsk;pp_nav_00572;11933;6705;x
krems;pp_nav_00937;8391;6166;x
kreuznach;pp_nav_00864;8051;6277;x
ksituan;pp_nav_00581;2281;6696;x
kuanhe;pp_nav_00791;13462;6384;x
kucevo;pp_nav_01121;8700;5920;x
kuchugur;pp_nav_00979;9268;6117;x
kufa;pp_nav_01470;9712;5152;x
kuje;pp_nav_01990;8060;3782;x
kulun_olbut;pp_nav_00048;14200;7530;x
kuna;pp_nav_02011;4187;3717;x
kunduz;pp_nav_01308;10792;5449;x
kungur;pp_nav_00492;10219;6798;x
kunovat;pp_nav_00112;10677;7385;x
kuozhou;pp_nav_01697;12374;4860;x
kurba;pp_nav_00482;9501;6821;x
kuripan;pp_nav_02117;12904;3189;x
kuruaya;pp_nav_02095;5316;3257;x
kurung;pp_nav_01668;11970;4903;x
kurung_yuryakh;pp_nav_00017;14333;7687;x
kushinagar;pp_nav_01684;11512;4869;x
kusu_mangbetu;pp_nav_02114;8870;3183;x
kutlehar;pp_nav_01502;11167;5115;x
kuttawa;pp_nav_01283;3677;5480;x
kuturga;pp_nav_00141;13482;7310;x
kuzmovka;pp_nav_00244;11854;7129;x
kwatsaan;pp_nav_01437;2473;5213;x
kwetabohigan;pp_nav_00828;3990;6338;x
kwidzyn;pp_nav_00686;8547;6534;x
kyakhta;pp_nav_00825;12546;6352;x
kyakhtinskii;pp_nav_00463;12869;6831;x
kyat_kala;pp_nav_01174;10443;5751;x
kyiv;pp_nav_00847;9082;6304;x
kyr_uzkand;pp_nav_01152;10762;5861;x
kystatyam;pp_nav_00053;13322;7522;x
kyyindy;pp_nav_02304;5059;1906;x
la_teste_de_buch;pp_nav_01105;7666;5935;x
la_tour_du_pin;pp_nav_01055;7924;6004;x
lado;pp_nav_02025;9137;3662;x
lagoa_vermelha;pp_nav_02318;5323;1812;x
lahasusu;pp_nav_00949;13743;6147;x
lahontan;pp_nav_01119;3469;5930;x
laibin;pp_nav_01840;12673;4673;x
laish;pp_nav_00635;9948;6645;x
lakhimpur;pp_nav_01677;11980;4881;x
lalek_cotaa;pp_nav_02358;4926;1496;x
lalian;pp_nav_01483;11013;5140;x
lalpur;pp_nav_01402;10912;5292;x
lamas;pp_nav_02189;4214;2970;x
lamayuru;pp_nav_01384;11160;5323;x
lambarene;pp_nav_02086;8146;3301;x
lamego;pp_nav_01186;7334;5708;x
lanagashec;pp_nav_02311;5032;1844;x
landau;pp_nav_00910;8286;6195;x
lango;pp_nav_02063;9163;3452;x
langqu;pp_nav_01689;12266;4864;x
langzhong;pp_nav_01489;12517;5126;x
lanxi;pp_nav_01614;13130;4991;x
lanzhou_lanzhou;pp_nav_01739;12204;4816;x
lapai;pp_nav_01975;7980;3826;x
lashio;pp_nav_01858;12175;4636;x
lauenburg;pp_nav_00696;8166;6513;x
lebus;pp_nav_00743;8352;6458;x
lebyazhye;pp_nav_00840;11299;6323;x
leibo;pp_nav_01644;12411;4932;x
lelbunmapu;pp_nav_02372;4380;1219;x
lemberan;pp_nav_01211;9851;5652;x
lengshuitan;pp_nav_01724;12773;4828;x
lensk;pp_nav_00317;12910;7041;x
lewekeomi;pp_nav_01263;3785;5529;x
lhagang;pp_nav_01596;12295;5001;x
lheidlit_en;pp_nav_00679;2103;6548;x
lho_taklung;pp_nav_01609;11811;4990;x
licheng;pp_nav_01309;13020;5437;x
lichiresti;pp_nav_01135;8919;5899;x
lichtenberg;pp_nav_00900;8059;6204;x
liling;pp_nav_01666;12843;4890;x
lingbao;pp_nav_01397;12735;5308;x
lingling;pp_nav_01740;12772;4818;x
lingwu;pp_nav_01266;12519;5510;x
lingzhou;pp_nav_01266;12526;5518;x
linhuai;pp_nav_01431;13065;5224;x
linjiang;pp_nav_01549;12609;5050;x
linjin;pp_nav_01355;12717;5349;x
linxi;pp_nav_01679;12202;4878;x
linxiang;pp_nav_01580;12854;5019;x
linz;pp_nav_00919;8321;6178;x
lipno;pp_nav_00738;8552;6474;x
liubech;pp_nav_00783;9085;6397;x
liucheng;pp_nav_01812;12666;4717;x
liujiang;pp_nav_01522;12563;5085;x
llenllenet_ten;pp_nav_00764;2117;6403;x
lodenoye_pole;pp_nav_00305;9220;7051;x
lodi;pp_nav_01097;8133;5959;x
lodose;pp_nav_00455;8244;6838;x
loei;pp_nav_01931;12316;4338;x
lokoja;pp_nav_01984;7998;3785;x
lom;pp_nav_01141;8753;5877;x
longping_pingle;pp_nav_01830;12740;4686;x
longquanping;pp_nav_01678;12603;4894;x
longyang;pp_nav_01624;12780;4974;x
longyou_jiading;pp_nav_01588;12414;5007;x
loudun;pp_nav_00988;7692;6095;x
louviers;pp_nav_00887;7740;6237;x
lower_aktanyshbash;pp_nav_00602;10145;6684;x
lower_angara;pp_nav_00409;12369;6882;x
lucheng;pp_nav_01809;12522;4728;x
luchow;pp_nav_00726;8210;6489;x
luchuan_mangshi;pp_nav_01845;12133;4674;x
lujiang;pp_nav_01781;12192;4751;x
lukou;pp_nav_01666;12840;4900;x
lukuga;pp_nav_02173;8919;3062;x
luling;pp_nav_01687;12925;4863;x
lumbini;pp_nav_01684;11510;4885;x
luneburg;pp_nav_00710;8173;6510;x
lungkya;pp_nav_01392;12270;5313;x
luocheng;pp_nav_01791;12659;4733;x
luodian;pp_nav_01788;12552;4754;x
luorong;pp_nav_01826;12680;4701;x
luquan;pp_nav_01738;12352;4818;x
lutang;pp_nav_01302;12440;5461;x
lutava;pp_nav_00807;9083;6367;x
luxi;pp_nav_01653;12706;4926;x
luzhou;pp_nav_01627;12492;4968;x
lyon;pp_nav_01055;7909;6007;x
lyskovo;pp_nav_00583;9753;6704;x
lyuban;pp_nav_00375;9144;6948;x
lyubichi;pp_nav_00647;9479;6622;x
maanaagi_iixodagish;pp_nav_00951;3019;6143;x
mabein;pp_nav_01838;12085;4669;x
mabila;pp_nav_01466;3724;5170;x
macaregua;pp_nav_01977;4331;3800;x
macha;pp_nav_00359;13061;6977;x
machang;pp_nav_01808;12470;4730;x
mackenzie;pp_nav_00071;1813;7479;x
macuxi;pp_nav_02057;4928;3503;x
madhubani;pp_nav_01755;11626;4794;x
madi_yuanling;pp_nav_01631;12736;4961;x
maganasipi;pp_nav_01030;4123;6039;x
magdeburg;pp_nav_00756;8220;6424;x
magway;pp_nav_01896;12013;4465;x
magyarovar;pp_nav_00946;8478;6145;x
mahoning_oh;pp_nav_01197;4022;5675;x
mahony;pp_nav_00108;2012;7396;x
mahu;pp_nav_01644;12418;4943;x
mailsi;pp_nav_01577;10999;5028;x
mainz;pp_nav_00864;8061;6281;x
maizinaazibi;pp_nav_01066;4216;5980;x
makanpur;pp_nav_01711;11345;4835;x
mako;pp_nav_01012;8610;6043;x
mala;pp_nav_01698;12321;4851;x
malatya;pp_nav_01262;9450;5540;x
malinithan;pp_nav_01688;12001;4880;x
malye_oserki;pp_nav_00163;9469;7261;x
malykovka;pp_nav_00773;9856;6420;x
mamachatpam;pp_nav_01031;2264;6031;x
mamadysh;pp_nav_00592;10033;6683;x
mamterilleq;pp_nav_00311;335;7057;x
manaos;pp_nav_02126;4968;3177;x
manatara;pp_nav_00991;3089;6104;x
manbij;pp_nav_01306;9421;5440;x
manfalut;pp_nav_01676;9099;4880;x
mangazeya;pp_nav_00042;11332;7576;x
manigotagan;pp_nav_00854;3351;6304;x
manikpur;pp_nav_01757;11391;4793;x
mankera;pp_nav_01494;10973;5115;x
manmaw;pp_nav_01806;12113;4714;x
mantova;pp_nav_01101;8186;5956;x
maping;pp_nav_01826;12679;4699;x
maracoa;pp_nav_02035;4601;3617;x
marapa;pp_nav_01039;3116;6010;x
mardan;pp_nav_01414;10965;5274;x
mardankuyik;pp_nav_01166;10797;5792;x
mariua;pp_nav_02090;4875;3277;x
markham;pp_nav_01552;12199;5028;x
marmande;pp_nav_01124;7700;5915;x
marxa;pp_nav_00324;13296;7039;x
maskanah;pp_nav_01333;9430;5388;x
maskwa;pp_nav_00855;3323;6290;x
massangano;pp_nav_02260;9229;2437;x
massanza;pp_nav_02255;9173;2485;x
matman;pp_nav_01878;12179;4556;x
matootonha;pp_nav_00998;3095;6078;x
matoueska;pp_nav_01066;4211;5982;x
mattawana;pp_nav_01193;4192;5688;x
mawkmai;pp_nav_01898;12157;4458;x
may_ushin;pp_nav_02198;4295;2892;x
mayaba;pp_nav_01976;4285;3798;x
mayen;pp_nav_00843;8026;6311;x
maymaga;pp_nav_00186;13589;7227;x
mayya;pp_nav_00257;13597;7121;x
mbaiki;pp_nav_02053;8536;3556;x
mbanza_soyo;pp_nav_02183;8277;3016;x
mbegua;pp_nav_02363;4946;1474;x
mechet;pp_nav_00905;9675;6201;x
meductic;pp_nav_01037;4621;6015;x
megion;pp_nav_00292;11127;7076;x
mehin;pp_nav_02194;5514;2919;x
mehsi;pp_nav_01728;11551;4820;x
meizhou;pp_nav_01555;12419;5037;x
melenki;pp_nav_00620;9602;6651;x
melk;pp_nav_00937;8385;6162;x
melnikovo;pp_nav_00520;11534;6775;x
mengban_weiyuan;pp_nav_01842;12251;4660;x
mengjin;pp_nav_01390;12825;5321;x
mengla;pp_nav_01879;12296;4553;x
mengli;pp_nav_01815;12861;4720;x
mengtong;pp_nav_01821;12263;4682;x
mengung;pp_nav_01607;12156;4975;x
mengxian;pp_nav_01390;12828;5321;x
menouf;pp_nav_01531;9093;5071;x
menzelinsk;pp_nav_00603;10117;6686;x
mepenes;pp_nav_02319;5055;1818;x
meshchersk;pp_nav_00574;9665;6710;x
meshra_er_req;pp_nav_01970;9080;3871;x
messoyakha;pp_nav_00042;11339;7575;x
metabetchouane;pp_nav_00886;4440;6209;x
metica;pp_nav_02046;4410;3589;x
mianchi;pp_nav_01378;12778;5331;x
miangu;pp_nav_01468;12504;5173;x
mihalt;pp_nav_01121;8705;5929;x
mikhalkino;pp_nav_00014;15030;7708;x
mikhaylovka_pontic;pp_nav_00977;9830;6114;x
mikkwa;pp_nav_00415;2485;6887;x
mindon;pp_nav_01914;12022;4386;x
mingin;pp_nav_01864;11996;4622;x
mingsha;pp_nav_01282;12507;5488;x
mingyi;pp_nav_01698;12323;4857;x
minqing;pp_nav_01734;13099;4818;x
minsin;pp_nav_01758;12041;4792;x
minxian;pp_nav_01751;13125;4801;x
minya;pp_nav_01651;9089;4926;x
mirandola;pp_nav_01101;8200;5954;x
miranha;pp_nav_02132;4752;3158;x
mirat;pp_nav_01618;11246;4969;x
misha_shipu;pp_nav_00714;4932;6503;x
miskolc;pp_nav_00955;8645;6132;x
mistanipi;pp_nav_00628;4551;6645;x
mistutikumak;pp_nav_00516;3259;6793;x
mithankot;pp_nav_01600;10909;4988;x
mitsogo_kongo;pp_nav_02080;8236;3340;x
moana_kassongo;pp_nav_02169;8905;3094;x
moana_mussumba;pp_nav_02179;8914;3022;x
moapa;pp_nav_01336;2467;5387;x
mobaye;pp_nav_02045;8636;3591;x
modos;pp_nav_01076;8614;5968;x
mohacs;pp_nav_01045;8546;6011;x
moksobo;pp_nav_01862;12059;4619;x
molchanovo;pp_nav_00476;11544;6831;x
molodo;pp_nav_00009;13336;7732;x
mompoj;pp_nav_01971;4298;3839;x
moneton;pp_nav_01254;3963;5543;x
mong_hpayak;pp_nav_01889;12261;4506;x
mong_hsat;pp_nav_01891;12249;4483;x
mong_yai;pp_nav_01865;12176;4614;x
mong_yawng;pp_nav_01879;12291;4542;x
monghsu;pp_nav_01878;12178;4555;x
monghyr;pp_nav_01779;11632;4763;x
mongkawng;pp_nav_01787;12110;4751;x
mongpai;pp_nav_01902;12135;4433;x
mongping;pp_nav_01885;12183;4514;x
mongtung;pp_nav_01898;12175;4464;x
monona;pp_nav_01168;3302;5789;x
monsol;pp_nav_02137;8413;3129;x
mopeia;pp_nav_02264;9310;2349;x
morkvash;pp_nav_00722;9940;6496;x
moro_sindh;pp_nav_01726;10785;4819;x
mosul;pp_nav_01321;9656;5407;x
motygino;pp_nav_00447;11995;6853;x
movima;pp_nav_02247;4718;2602;x
moxos;pp_nav_02251;4730;2537;x
muang_khemarat;pp_nav_01951;12488;4224;x
muang_mang;pp_nav_01951;12493;4220;x
muang_nakhon;pp_nav_01932;12442;4334;x
muang_phalan;pp_nav_01951;12488;4235;x
muang_sing;pp_nav_01879;12288;4537;x
muang_sua;pp_nav_01905;12331;4443;x
muang_xay;pp_nav_01899;12330;4459;x
muara_bahan;pp_nav_02117;12910;3192;x
muarakaman;pp_nav_02082;13004;3338;x
mucajai;pp_nav_02060;4913;3465;x
muchuan;pp_nav_01608;12431;4979;x
mughan;pp_nav_01220;9918;5622;x
muichi;pp_nav_02179;8916;3018;x
mukalombo;pp_nav_02188;8917;2975;x
mukdahan;pp_nav_01945;12462;4259;x
muktagacha;pp_nav_01777;11772;4749;x
muktsar;pp_nav_01543;11061;5063;x
mulhouse;pp_nav_00943;8033;6135;x
muli;pp_nav_01671;12259;4903;x
mullheim;pp_nav_00943;8034;6133;x
