name,method,category,color,default_market_price,transport_cost,food,block_rgo_upgrade,development_threshold,origin_in_old_world,origin_in_new_world,custom_tags,demand_add,demand_multiply,wealth_impact_threshold,data,source_file,source_line,source_layer,source_mod,source_mode,source_history
fur,hunting,raw_material,goods_fur,2.0,1.0,0.0,true,,,,[],"{""upper"":0.05}","{""nobles"":10.0}","{""all"":1.0}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""hunting""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_fur""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""food"",""op"":""="",""value"":2.0},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":0.05}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":10}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.0}],""items"":[]}},{""key"":""winter_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""none"",""op"":""="",""value"":0},{""key"":""mild"",""op"":""="",""value"":0.5},{""key"":""normal"",""op"":""="",""value"":1},{""key"":""severe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""topography_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""mountains"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""food"",""op"":""="",""value"":-2.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,11,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":24,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":11,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
fish,gathering,raw_material,goods_fish,1.0,1.0,0.0,true,,,,[],"{""all"":0.001,""laborers"":0.002,""peasants"":0.002,""soldiers"":0.002}","{""tribesmen"":0.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""gathering""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_fish""},{""key"":""food"",""op"":""="",""value"":5.0},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001},{""key"":""peasants"",""op"":""="",""value"":0.002},{""key"":""laborers"",""op"":""="",""value"":0.002},{""key"":""soldiers"",""op"":""="",""value"":0.002}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""food"",""op"":""="",""value"":-5.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,15,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":56,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":15,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
wheat,farming,raw_material,goods_wheat,1.0,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.001,""laborers"":0.0015,""peasants"":0.002,""soldiers"":0.0015}","{""slaves"":0.0,""tribesmen"":0.0,""upper"":2.5}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_wheat""},{""key"":""food"",""op"":""="",""value"":8.0},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001},{""key"":""peasants"",""op"":""="",""value"":0.002},{""key"":""laborers"",""op"":""="",""value"":0.0015},{""key"":""soldiers"",""op"":""="",""value"":0.0015}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2.5},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""europe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""climate_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""subtropical"",""op"":""="",""value"":0.5},{""key"":""tropical"",""op"":""="",""value"":0.5}],""items"":[]}},{""key"":""food"",""op"":""="",""value"":-8.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,19,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":76,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":19,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
maize,farming,raw_material,goods_maize,1.0,1.0,0.0,true,,,true,"[""new_world_goods""]","{""all"":0.008}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_maize""},{""key"":""food"",""op"":""="",""value"":8.0},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.008}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_new_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""new_world_goods""]}},{""key"":""demand_only_in_continent"",""op"":""="",""value"":""america""},{""key"":""food"",""op"":""="",""value"":-8.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,23,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":109,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":23,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
rice,farming,raw_material,goods_rice,1.0,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.0005}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_rice""},{""key"":""food"",""op"":""="",""value"":10.0},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0005}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""climate_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""subtropical"",""op"":""="",""value"":2},{""key"":""tropical"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-10.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,27,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":131,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":27,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
millet,farming,raw_material,goods_millet,1.0,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.002}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_millet""},{""key"":""food"",""op"":""="",""value"":5},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.002}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""sub_continent_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""south_asia"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-5.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,31,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":158,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":31,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
legumes,farming,raw_material,goods_legumes,1.0,2.0,0.0,true,,,,[],"{""all"":0.001}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_legumes""},{""key"":""food"",""op"":""="",""value"":5},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""transport_cost"",""op"":""="",""value"":2},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-5.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,35,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":184,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":35,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
potato,farming,raw_material,goods_potato,1.0,1.0,0.0,true,,,true,"[""new_world_goods""]","{""all"":0.001}","{""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_potato""},{""key"":""food"",""op"":""="",""value"":8},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""origin_in_new_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""new_world_goods""]}},{""key"":""food"",""op"":""="",""value"":-8.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,40,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":204,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":40,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
livestock,farming,raw_material,goods_livestock,1.5,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.001,""laborers"":0.001,""soldiers"":0.003}","{""burghers"":10.0,""clergy"":10.0,""nobles"":30.0,""slaves"":0.0,""tribesmen"":0.0}","{""laborers"":1.1,""peasants"":1.1,""soldiers"":1.1}","{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_livestock""},{""key"":""food"",""op"":""="",""value"":8},{""key"":""default_market_price"",""op"":""="",""value"":1.5},{""key"":""ai_rgo_size_importance"",""op"":""="",""value"":1.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001},{""key"":""soldiers"",""op"":""="",""value"":0.003},{""key"":""laborers"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":30},{""key"":""clergy"",""op"":""="",""value"":10},{""key"":""burghers"",""op"":""="",""value"":10},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""peasants"",""op"":""="",""value"":1.1},{""key"":""laborers"",""op"":""="",""value"":1.1},{""key"":""soldiers"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""food"",""op"":""="",""value"":-8.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,44,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":224,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":44,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
olives,farming,raw_material,goods_olives,1.0,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.001}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_olives""},{""key"":""food"",""op"":""="",""value"":4},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-4.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,48,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":257,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":48,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
fruit,farming,raw_material,goods_fruit,1.0,2.0,0.0,true,,,,[],"{""all"":0.002}","{""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_fruit""},{""key"":""food"",""op"":""="",""value"":4},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""transport_cost"",""op"":""="",""value"":2},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.002}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""climate_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""arctic"",""op"":""="",""value"":0},{""key"":""cold_arid"",""op"":""="",""value"":0.5},{""key"":""tropical"",""op"":""="",""value"":1.2},{""key"":""mediterranean"",""op"":""="",""value"":1.4}],""items"":[]}},{""key"":""food"",""op"":""="",""value"":-4.0},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,52,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":280,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":52,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
beeswax,farming,raw_material,goods_beeswax,2.0,1.0,0.0,true,,true,,"[""old_world_goods""]","{""all"":0.0008}","{""slaves"":0.0,""tribesmen"":0.0,""upper"":2.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""farming""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_beeswax""},{""key"":""food"",""op"":""="",""value"":2.5},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0008}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":2},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""winter_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""none"",""op"":""="",""value"":0.5},{""key"":""mild"",""op"":""="",""value"":0.5},{""key"":""normal"",""op"":""="",""value"":1.2},{""key"":""severe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""origin_in_old_world"",""op"":""="",""value"":true},{""key"":""custom_tags"",""op"":""="",""value"":{""entries"":[],""items"":[""old_world_goods""]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-2.5},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,56,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":307,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":56,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
slaves_goods,,produced,goods_slaves,3.0,1.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_slaves""},{""key"":""is_slaves"",""op"":""="",""value"":true},{""key"":""default_market_price"",""op"":""="",""value"":3}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/04_special.txt,1,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/04_special.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":1,""mod_name"":null,""mode"":""CREATE""}]"
local_food,,produced,goods_local_food,0.0,100.0,1.0,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_local_food""},{""key"":""default_market_price"",""op"":""="",""value"":0.0},{""key"":""transport_cost"",""op"":""="",""value"":100.0},{""key"":""food"",""op"":""="",""value"":1.0},{""key"":""base_production"",""op"":""="",""value"":0}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_local_food.txt,1,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_local_food.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":1,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
manual_labor_cost,,produced,goods_manual_labor_cost,5.0,100.0,0.0,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_manual_labor_cost""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":100.0},{""key"":""food"",""op"":""="",""value"":0},{""key"":""base_production"",""op"":""="",""value"":1.0}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_manual_labor_cost.txt,1,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_manual_labor_cost.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":1,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
offset,,produced,goods_offset,5.0,100.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_offset""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":100.0},{""key"":""base_production"",""op"":""="",""value"":10.0}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_offset.txt,1,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_offset.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":1,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
