name,category,icon,price,price_gold,price_source,effective_price,effective_price_gold,effective_price_source,price_kind,pop_type,employment_size,employment_size_key,max_levels,obsolete_buildings,possible_production_methods,unique_production_methods,unique_production_method_groups,source_file,source_line,source_layer,source_mod,source_mode,source_history
market_village,village_category,,,,,,,,unresolved,peasants,1.0,,rural_building_cap,[],[],"[""pp_market_village_rural_blacksmith"",""pp_market_village_rural_millet_brewery"",""pp_market_village_rural_weaponmaker"",""pp_market_village_rural_jewelry_carver"",""pp_market_village_rural_pottery_maker""]","[[""pp_market_village_rural_blacksmith"",""pp_market_village_rural_millet_brewery"",""pp_market_village_rural_weaponmaker"",""pp_market_village_rural_jewelry_carver"",""pp_market_village_rural_pottery_maker""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
rural_glassmaker,basic_industry_category,,,,,,,,unresolved,laborers,1.0,,guild_max_level,[],[],"[""pp_rural_glassmaker_rural_glassmaker_maintenance""]","[[""pp_rural_glassmaker_rural_glassmaker_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_glassmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_glassmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
rural_clothmaker,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,guild_max_level,[],[],"[""pp_rural_clothmaker_rural_wool_clothmaker"",""pp_rural_clothmaker_rural_cotton_clothmaker"",""pp_rural_clothmaker_rural_fiber_clothmaker""]","[[""pp_rural_clothmaker_rural_wool_clothmaker"",""pp_rural_clothmaker_rural_cotton_clothmaker"",""pp_rural_clothmaker_rural_fiber_clothmaker""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
charcoal_maker,rgo_building_category,,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_char_coal_maintenance""]","[[""pp_char_coal_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_charcoal_maker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_charcoal_maker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
improved_charcoal_maker,rgo_building_category,,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""charcoal_maker""]",[],"[""pp_improved_char_coal_maintenance""]","[[""pp_improved_char_coal_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_improved_charcoal_maker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_improved_charcoal_maker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
elephant_hunting_grounds,rgo_building_category,,,,,,,,unresolved,peasants,1.0,,,[],[],"[""pp_elephant_hunting_grounds_elephant_hunting_grounds_maintenance""]","[[""pp_elephant_hunting_grounds_elephant_hunting_grounds_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_elephant_hunting_grounds.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_elephant_hunting_grounds.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
windmill,rgo_building_category,,,,,,,,unresolved,laborers,,rural_peasant_enhance_employment,1,[],[],"[""windmill_maintenance""]","[[""windmill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_windmill.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":521,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_windmill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
local_smelters,rgo_building_category,,,,,,,,unresolved,laborers,,rural_peasant_enhance_employment,1,[],[],"[""local_smelters_maintenance""]","[[""local_smelters_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_local_smelters.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":567,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_local_smelters.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
sawmill,rgo_building_category,,,,,,,,unresolved,laborers,,rural_peasant_enhance_employment,1,[],[],"[""sawmill_maintenance""]","[[""sawmill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sawmill.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":615,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sawmill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
sheep_farms,rgo_building_category,,,,,,,,unresolved,peasants,1.0,,farm_capacity_max_sheep_farms,[],[],"[""pp_sheep_farm_base_wool"",""pp_sheep_farm_no_primary"",""pp_sheep_farm_maintenance""]","[[""pp_sheep_farm_base_wool""],[""pp_sheep_farm_no_primary"",""pp_sheep_farm_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
settlement_building,infrastructure_category,,,,,,,,unresolved,peasants,,tiny_rural_peasant_produce_employment,1,[],"[""colony_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_settlement_building.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":705,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_settlement_building.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
kilwan_shipwrights,naval_category,,,,,,,,unresolved,soldiers,,dock_employment,1,[],"[""kilwan_shipwrights_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_kilwan_shipwrights.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":747,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_kilwan_shipwrights.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
alum_quarry,rgo_building_category,alum_quarry,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_alum_quarry_base_alum"",""pp_alum_quarry_no_primary"",""pp_alum_quarry_alum"",""pp_alum_quarry_no_secondary"",""pp_alum_quarry_stone"",""pp_alum_quarry_clay""]","[[""pp_alum_quarry_base_alum""],[""pp_alum_quarry_no_primary"",""pp_alum_quarry_alum""],[""pp_alum_quarry_no_secondary"",""pp_alum_quarry_stone"",""pp_alum_quarry_clay""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_alum_quarry.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_alum_quarry.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
alum_works,rgo_building_category,alum_works,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""alum_quarry""]",[],"[""pp_alum_works_base_alum"",""pp_alum_works_no_primary"",""pp_alum_works_alum"",""pp_alum_works_no_secondary"",""pp_alum_works_stone"",""pp_alum_works_clay""]","[[""pp_alum_works_base_alum""],[""pp_alum_works_no_primary"",""pp_alum_works_alum""],[""pp_alum_works_no_secondary"",""pp_alum_works_stone"",""pp_alum_works_clay""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_alum_works.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_alum_works.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
amber_collector,rgo_building_category,amber_collector,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_amber_collector_base_amber"",""pp_amber_collector_no_beach_gathering"",""pp_amber_collector_basket_gathering"",""pp_amber_collector_no_sand"",""pp_amber_collector_sand_horses"",""pp_amber_collector_sand_livestock""]","[[""pp_amber_collector_base_amber""],[""pp_amber_collector_no_beach_gathering"",""pp_amber_collector_basket_gathering""],[""pp_amber_collector_no_sand"",""pp_amber_collector_sand_horses"",""pp_amber_collector_sand_livestock""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_amber_collector.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_amber_collector.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
bog_iron_smelter_blast_furnace,rgo_building_category,bog_iron_smelter_blast_furnace,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""bog_iron_smelter""]",[],"[""pp_bog_iron_smelter_blast_furnace_maintenance"",""pp_bog_iron_smelter_blast_furnace_finery""]","[[""pp_bog_iron_smelter_blast_furnace_maintenance"",""pp_bog_iron_smelter_blast_furnace_finery""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter_blast_furnace.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter_blast_furnace.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
bog_iron_smelter_coke_blast_furnace,rgo_building_category,bog_iron_smelter_coke_blast_furnace,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""bog_iron_smelter_blast_furnace""]",[],"[""pp_bog_iron_smelter_coke_blast_furnace_maintenance"",""pp_bog_iron_smelter_hot_blast_refining_maintenance""]","[[""pp_bog_iron_smelter_coke_blast_furnace_maintenance"",""pp_bog_iron_smelter_hot_blast_refining_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter_coke_blast_furnace.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_bog_iron_smelter_coke_blast_furnace.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
canal_lock_works,infrastructure_category,canal_lock_works,pp_canal_lock_works_price,750.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/prices/pp_canal_lock_works.txt,pp_canal_lock_works_price,750.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/prices/pp_canal_lock_works.txt,explicit,laborers,0.0,,pp_wb_cap_canal_lock_works,[],[],[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_canal_lock_works.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_canal_lock_works.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
caoyun_canal_office,infrastructure_category,caoyun_canal_office,pp_caoyun_canal_office_price,650.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/prices/pp_caoyun_canal_office.txt,pp_caoyun_canal_office_price,650.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/prices/pp_caoyun_canal_office.txt,explicit,laborers,0.0,,pp_wb_cap_caoyun_canal_office,[],[],[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_caoyun_canal_office.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_caoyun_canal_office.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
carrier_inn,infrastructure_category,carrier_inn,,,,,,,unresolved,peasants,3.0,,100,[],"[""pp_carrier_inn_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_carrier_inn.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_carrier_inn.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
chili_plantation,rgo_building_category,chili_plantation,,,,,,,unresolved,laborers,1.0,,farm_capacity_max_chili_plantation,[],[],"[""pp_chili_plantation_base_chili"",""pp_chili_plantation_no_drying"",""pp_chili_plantation_sun_drying_mats""]","[[""pp_chili_plantation_base_chili""],[""pp_chili_plantation_no_drying"",""pp_chili_plantation_sun_drying_mats""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_chili_plantation.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_chili_plantation.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
cinnabar_pit,rgo_building_category,cinnabar_pit,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_cinnabar_pit_base_mercury"",""pp_cinnabar_pit_no_primary"",""pp_cinnabar_pit_mercury"",""pp_cinnabar_pit_no_secondary"",""pp_cinnabar_pit_stone"",""pp_cinnabar_pit_dyes""]","[[""pp_cinnabar_pit_base_mercury""],[""pp_cinnabar_pit_no_primary"",""pp_cinnabar_pit_mercury""],[""pp_cinnabar_pit_no_secondary"",""pp_cinnabar_pit_stone"",""pp_cinnabar_pit_dyes""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cinnabar_pit.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cinnabar_pit.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
clay_washmill,rgo_building_category,clay_washmill,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""clay_pit""]",[],"[""pp_clay_washmill_base_clay"",""pp_clay_washmill_no_preparation"",""pp_clay_washmill_horse_pugging"",""pp_clay_washmill_ox_pugging"",""pp_clay_washmill_no_refining"",""pp_clay_washmill_levigation_ponds""]","[[""pp_clay_washmill_base_clay""],[""pp_clay_washmill_no_preparation"",""pp_clay_washmill_horse_pugging"",""pp_clay_washmill_ox_pugging""],[""pp_clay_washmill_no_refining"",""pp_clay_washmill_levigation_ponds""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clay_washmill.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clay_washmill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
clove_grove,rgo_building_category,clove_grove,,,,,,,unresolved,laborers,1.0,,farm_capacity_max_clove_grove,[],[],"[""pp_clove_grove_base_cloves"",""pp_clove_grove_no_curing"",""pp_clove_grove_curing_houses""]","[[""pp_clove_grove_base_cloves""],[""pp_clove_grove_no_curing"",""pp_clove_grove_curing_houses""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clove_grove.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_clove_grove.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
coal_mine,rgo_building_category,coal_mine,,,,,,,unresolved,laborers,1.0,,rural_building_cap,[],[],"[""pp_coal_mine_base_coal"",""pp_coal_mine_no_primary"",""pp_coal_mine_coal"",""pp_coal_mine_no_secondary"",""pp_coal_mine_fireclay""]","[[""pp_coal_mine_base_coal""],[""pp_coal_mine_no_primary"",""pp_coal_mine_coal""],[""pp_coal_mine_no_secondary"",""pp_coal_mine_fireclay""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
coal_mine_improved,rgo_building_category,coal_mine_improved,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""coal_mine""]",[],"[""pp_coal_mine_improved_base_coal"",""pp_coal_mine_improved_no_primary"",""pp_coal_mine_improved_coal"",""pp_coal_mine_improved_no_secondary"",""pp_coal_mine_improved_fireclay""]","[[""pp_coal_mine_improved_base_coal""],[""pp_coal_mine_improved_no_primary"",""pp_coal_mine_improved_coal""],[""pp_coal_mine_improved_no_secondary"",""pp_coal_mine_improved_fireclay""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine_improved.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine_improved.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
coal_mine_revolutions,rgo_building_category,coal_mine_revolutions,,,,,,,unresolved,laborers,1.0,,rural_building_cap,"[""coal_mine_improved""]",[],"[""pp_coal_mine_revolutions_base_coal"",""pp_coal_mine_revolutions_no_primary"",""pp_coal_mine_revolutions_coal"",""pp_coal_mine_revolutions_no_secondary"",""pp_coal_mine_revolutions_fireclay""]","[[""pp_coal_mine_revolutions_base_coal""],[""pp_coal_mine_revolutions_no_primary"",""pp_coal_mine_revolutions_coal""],[""pp_coal_mine_revolutions_no_secondary"",""pp_coal_mine_revolutions_fireclay""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine_revolutions.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coal_mine_revolutions.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
coastal_shipping_office,infrastructure_category,coastal_shipping_office,,,,,,,unresolved,laborers,3.0,,pp_coastal_shipping_office_max_level,[],"[""pp_coastal_shipping_office_maintenance""]",[],[],/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coastal_shipping_office.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_coastal_shipping_office.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
cocoa_grove,rgo_building_category,cocoa_grove,,,,,,,unresolved,laborers,1.0,,farm_capacity_max_cocoa_grove,[],[],"[""pp_cocoa_grove_base_cocoa"",""pp_cocoa_grove_no_fermentation"",""pp_cocoa_grove_fermentation_houses""]","[[""pp_cocoa_grove_base_cocoa""],[""pp_cocoa_grove_no_fermentation"",""pp_cocoa_grove_fermentation_houses""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cocoa_grove.txt,2,constructor,Prosper or Perish Constructor,CREATE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_cocoa_grove.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""}]"
